row_label_raw,row_label_full,Chỉ tiêu,Miền Bắc,Miền Nam,Khác,Bù trừ,Tổng cộng,numeric__Miền Bắc,numeric__Miền Nam,numeric__Khác,numeric__Bù trừ,numeric__Tổng cộng
Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,8.926.323,401.658,2.632.823,(179.811),11.780.993,8926323.0,401658.0,2632823.0,-179811.0,11780993.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(2.232.367),(1.569),(52.616),-,(2.286.552),-2232367.0,-1569.0,-52616.0,,-2286552.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,(17.452),-,-,-,(17.452),-17452.0,,,,-17452.0
Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,6.676.504,400.089,2.580.207,(179.811),9.476.989,6676504.0,400089.0,2580207.0,-179811.0,9476989.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,711.352.558,384.210.148,151.378.621,(6.229.852),1.240.711.475,711352558.0,384210148.0,151378621.0,-6229852.0,1240711475.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,643.027.757,376.355.558,147.369.094,(3.395.752),1.163.356.657,643027757.0,376355558.0,147369094.0,-3395752.0,1163356657.0
