row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,34.570.344.557.164,26.336.984.183.123,34570344557164.0,26336984183123.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,18.305.584.471.715,16.428.207.199.548,18305584471715.0,16428207199548.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,16.226.374.169.708,9.829.348.382.934,16226374169708.0,9829348382934.0
Khác,Trong đó: > Khác,Khác,38.385.915.741,79.428.600.641,38385915741.0,79428600641.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(128.915.208.903),(187.939.347.844),-128915208903.0,-187939347844.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(107.925.224.496),(176.829.729.476),-107925224496.0,-176829729476.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(16.635.528.763),(9.163.655.524),-16635528763.0,-9163655524.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(4.354.455.644),(1.945.962.844),-4354455644.0,-1945962844.0
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,34.441.429.348.261,26.149.044.835.279,34441429348261.0,26149044835279.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,27.731.880.109.640,22.073.429.131.341,27731880109640.0,22073429131341.0
Doanh thu với các bên liên quan(Thuyết minh 31),Trong đó: > Doanh thu với các bên liên quan(Thuyết minh 31),Doanh thu với các bên liên quan(Thuyết minh 31),6.709.549.238.621,4.075.615.703.938,6709549238621.0,4075615703938.0
