row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ký quỹ mở thư tín dụng,Ký quỹ mở thư tín dụng,Ký quỹ mở thư tín dụng,136.756.103.216,-,136756103216.0,
Chiết khấu bộ chứng từ xuất khẩu,Chiết khấu bộ chứng từ xuất khẩu,Chiết khấu bộ chứng từ xuất khẩu,25.996.753.725,-,25996753725.0,
Nhận đặt cọc dự thầu,Nhận đặt cọc dự thầu,Nhận đặt cọc dự thầu,21.763.098.327,10.192.386.680,21763098327.0,10192386680.0
"Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và kinh phí công đoàn","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và kinh phí công đoàn","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và kinh phí công đoàn",6.813.958.570,1.425.763.500,6813958570.0,1425763500.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,4.627.477.425,4.731.068.925,4627477425.0,4731068925.0
Phải trả khác cho bên liên quan(Thuyết minh số 31),Phải trả khác cho bên liên quan(Thuyết minh số 31),Phải trả khác cho bên liên quan(Thuyết minh số 31),3.151.027.397,1.000.000.000,3151027397.0,1000000000.0
Khoản phải trả để mua công ty con,Khoản phải trả để mua công ty con,Khoản phải trả để mua công ty con,-,24.700.000.000,,24700000000.0
Nhận đặt cọc chuyển nhượng cổ phần của Gemadept,Nhận đặt cọc chuyển nhượng cổ phần của Gemadept,Nhận đặt cọc chuyển nhượng cổ phần của Gemadept,-,15.776.367.206,,15776367206.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,14.307.533.836,19.767.848.768,14307533836.0,19767848768.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,213.415.952.496,77.593.435.079,213415952496.0,77593435079.0
