row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,1.816.042.397.184,1.512.517.323.076,1816042397184.0,1512517323076.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,990.900.515.408,782.988.770.276,990900515408.0,782988770276.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,395.658.712.847,349.218.520.788,395658712847.0,349218520788.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,129.001.558.947,82.096.541.208,129001558947.0,82096541208.0
Chi phí khác,Chi phí khác,Chi phí khác,300.481.609.982,298.213.490.804,300481609982.0,298213490804.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,895.579.880.506,801.479.758.048,895579880506.0,801479758048.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,441.953.749.291,384.005.935.553,441953749291.0,384005935553.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,70.140.525.787,59.043.138.814,70140525787.0,59043138814.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,58.281.626.746,43.990.072.469,58281626746.0,43990072469.0
Chi phí khác,Chi phí khác,Chi phí khác,325.203.978.682,314.440.611.212,325203978682.0,314440611212.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.711.622.277.690,2.313.997.081.124,2711622277690.0,2313997081124.0
