row_label_raw,row_label_full,Số đầu năm,Năm nay > 37.181.622.614,VNDNăm trước > 3.446.080.228,numeric__Năm nay > 37.181.622.614,numeric__VNDNăm trước > 3.446.080.228
Vốn điều lệ đã góp,Vốn điều lệ đã góp,Vốn điều lệ đã góp,-,33.750.000.000,,33750000000.0
Giảm do giải thể công ty con,Giảm do giải thể công ty con,Giảm do giải thể công ty con,(1.199.108.525),-,-1199108525.0,
Lỗ trong năm phân bổ cho cổ đông không kiểm soát,Lỗ trong năm phân bổ cho cổ đông không kiểm soát,Lỗ trong năm phân bổ cho cổ đông không kiểm soát,(68.336.983),(14.457.614),-68336983.0,-14457614.0
Số cuối năm,Số cuối năm,Số cuối năm,35.914.177.106,37.181.622.614,35914177106.0,37181622614.0
