row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,16.103.196.342.693,16.421.632.634.853,,,16103196342693.0,16421632634853.0
310,310,310,I. Nợ ngắn hạn,,12.637.507.361.815,13.580.882.559.142,,,12637507361815.0,13580882559142.0
311,311,311,1. Phải trả người bán ngắn hạn,17,1.066.621.824.454,3.635.809.978.792,,17.0,1066621824454.0,3635809978792.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,141.297.692.947,417.629.817.716,,18.0,141297692947.0,417629817716.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,61.518.263.658,167.199.725.948,,19.0,61518263658.0,167199725948.0
314,314,314,4. Phải trả người lao động,,85.096.650.336,105.069.186.683,,,85096650336.0,105069186683.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,148.220.024.270,101.223.708.394,,20.0,148220024270.0,101223708394.0
319,319,319,6. Phải trả ngắn hạn khác,21,213.415.952.496,77.593.435.079,,21.0,213415952496.0,77593435079.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,22,10.879.859.929.887,9.015.062.474.063,,22.0,10879859929887.0,9015062474063.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,41.477.023.767,61.294.232.467,,,41477023767.0,61294232467.0
330,330,330,II. Nợ dài hạn,,3.465.688.980.878,2.840.750.075.711,,,3465688980878.0,2840750075711.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,22,3.461.976.547.378,2.835.803.760.461,,22.0,3461976547378.0,2835803760461.0
342,342,342,2. Dự phòng phải trả dài hạn,,3.712.433.500,4.946.315.250,,,3712433500.0,4946315250.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.151.625.718.925,5.169.801.932.685,,,5151625718925.0,5169801932685.0
410,410,410,I. Vốn chủ sở hữu,23.1,5.151.625.718.925,5.169.801.932.685,,231.0,5151625718925.0,5169801932685.0
411,411,411,1. Vốn cổ phần,,3.849.903.280.000,3.499.966.830.000,,,3849903280000.0,3499966830000.0
411a,411a,411a,- Cổ phiếu cổ đông có quyền biểu quyết,,3.849.903.280.000,3.499.966.830.000,,,3849903280000.0,3499966830000.0
412,412,412,2. Thắng dư vốn cổ phần,,151.583.183.521,151.583.183.521,,,151583183521.0,151583183521.0
415,415,415,3. Cổ phiếu quỹ,,(1.343.000.000),-,,,-1343000000.0,
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,,60.509.750.556,34.535.741.195,,,60509750556.0,34535741195.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,1.055.058.327.742,1.446.534.555.355,,,1055058327742.0,1446534555355.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,645.824.289.820,114.870.643.184,,,645824289820.0,114870643184.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,409.234.037.922,1.331.663.912.171,,,409234037922.0,1331663912171.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,23.3,35.914.177.106,37.181.622.614,,233.0,35914177106.0,37181622614.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,21.254.822.061.618,21.591.434.567.538,,,21254822061618.0,21591434567538.0
