row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,97.836.059.166,109.041.648.878,97836059166.0,109041648878.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,26.546.794.453,27.486.428.721,26546794453.0,27486428721.0
"Chi phí thuê nhà xưởng, mặt bằng","Chi phí thuê nhà xưởng, mặt bằng","Chi phí thuê nhà xưởng, mặt bằng",25.738.770.696,21.096.714.881,25738770696.0,21096714881.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",22.823.742.673,31.879.306.315,22823742673.0,31879306315.0
Chi phí sửa chữa,Chi phí sửa chữa,Chi phí sửa chữa,4.776.883.774,9.816.289.531,4776883774.0,9816289531.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,2.765.970.828,5.022.641.070,2765970828.0,5022641070.0
Chi phí bảo hiểm,Chi phí bảo hiểm,Chi phí bảo hiểm,2.346.408.633,1.822.964.857,2346408633.0,1822964857.0
Khác,Khác,Khác,12.837.488.109,11.917.303.503,12837488109.0,11917303503.0
Dài hạn,Dài hạn,Dài hạn,475.698.024.116,412.307.081.315,475698024116.0,412307081315.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",167.262.012.258,132.158.152.780,167262012258.0,132158152780.0
"Chi phí thuê nhà xưởng, mặt bằng","Chi phí thuê nhà xưởng, mặt bằng","Chi phí thuê nhà xưởng, mặt bằng",117.850.134.718,130.330.964.983,117850134718.0,130330964983.0
Chi phí san lắp mặt bằng,Chi phí san lắp mặt bằng,Chi phí san lắp mặt bằng,79.954.996.131,81.632.371.044,79954996131.0,81632371044.0
Chi phí bằng hiệu quảng cáo,Chi phí bằng hiệu quảng cáo,Chi phí bằng hiệu quảng cáo,47.956.945.821,25.377.730.855,47956945821.0,25377730855.0
Chi phí sửa chữa,Chi phí sửa chữa,Chi phí sửa chữa,38.556.758.182,21.983.972.896,38556758182.0,21983972896.0
Khác,Khác,Khác,24.117.177.006,20.823.888.757,24117177006.0,20823888757.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,573.534.083.282,521.348.730.193,573534083282.0,521348730193.0
