row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,,,
32,31 > 32,32,Tiền chi mua lại cổ phiếu đã phát hành,,(1.343.000.000),34.601.710.000,,,-1343000000.0,34601710000.0
33,31 > 33,33,Tiền thu từ đi vay,22,33.803.434.049.477,27.410.327.886.870,,22.0,33803434049477.0,27410327886870.0
34,31 > 34,34,Tiền chi trả nợ gốc vay,22,(31.308.401.099.488),(21.212.709.164.619),,22.0,-31308401099488.0,-21212709164619.0
35,31 > 35,35,Tiền chi trả nợ gốc thuê tài chính,22,(47.505.770.325),(147.033.010.824),,22.0,-47505770325.0,-147033010824.0
36,31 > 36,36,Cổ tức đã trả,23.1,(350.060.974.500),(196.362.984.225),,231.0,-350060974500.0,-196362984225.0
40,31 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,2.096.123.205.164,5.888.824.437.202,,,2096123205164.0,5888824437202.0
50,31 > 50,50,Lưu chuyển tiền và các khoản tương đương tiền thuần trong năm,,202.572.290.834,(278.614.392.023),,,202572290834.0,-278614392023.0
60,31 > 60,60,Tiền và tương đương tiền đầu năm,5,292.371.319.351,576.620.705.083,,5.0,292371319351.0,576620705083.0
61,31 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(2.863.779.518),(5.634.993.709),,,-2863779518.0,-5634993709.0
70,31 > 70,70,Tiền và tương đương tiền cuối năm,5,492.079.830.667,292.371.319.351,,5.0,492079830667.0,292371319351.0
