row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
,,,VND,VND,VND,VND,,,,
- Phải thu khác,- Phải thu khác,- Phải thu khác,277.982.307.298,(5.775.300.324),482.735.528.739,(5.775.300.324),277982307298.0,-5775300324.0,482735528739.0,-5775300324.0
+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,384.300.000,(384.300.000),384.300.000,(384.300.000),384300000.0,-384300000.0,384300000.0,-384300000.0
+ Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,5.391.000.324,(5.391.000.324),5.391.000.324,(5.391.000.324),5391000324.0,-5391000324.0,5391000324.0,-5391000324.0
+ Công ty Cổ phần Hồng Lam Xuân Thành,+ Công ty Cổ phần Hồng Lam Xuân Thành,+ Công ty Cổ phần Hồng Lam Xuân Thành,-,-,168.486.489.023,-,,,168486489023.0,
+ Bà Đình Thùy Duong (7),+ Bà Đình Thùy Duong (7),+ Bà Đình Thùy Duong (7),127.800.526.395,-,232.000.000.000,-,127800526395.0,,232000000000.0,
+ Ông Nguyễn Công Lam (8),+ Ông Nguyễn Công Lam (8),+ Ông Nguyễn Công Lam (8),-,-,5.881.869.735,-,,,5881869735.0,
+ Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,+ Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,+ Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,-,-,5.000.000.000,-,,,5000000000.0,
+ Phải thu các đối tượng khác,+ Phải thu các đối tượng khác,+ Phải thu các đối tượng khác,144.406.480.579,-,65.591.869.657,-,144406480579.0,,65591869657.0,
,,,3.069.744.764.626,(54.276.465.624),3.013.412.279.671,(54.276.465.624),3069744764626.0,-54276465624.0,3013412279671.0,-54276465624.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,
"- Ký cược, ký quỹ","b.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",2.370.154.554.651,(23.550.000.000),1.650.229.944.036,(23.550.000.000),2370154554651.0,-23550000000.0,1650229944036.0,-23550000000.0
- Phải thu về Hợp tác kinh doanh,b.1) Chi tiết theo nội dung > - Phải thu về Hợp tác kinh doanh,- Phải thu về Hợp tác kinh doanh,123.616.800.000,-,123.616.800.000,-,123616800000.0,,123616800000.0,
,,,2.493.771.354.651,(23.550.000.000),1.773.846.744.036,(23.550.000.000),2493771354651.0,-23550000000.0,1773846744036.0,-23550000000.0
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
"- Ký quỹ, ký cược","b.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",2.370.154.554.651,(23.550.000.000),1.650.229.944.036,(23.550.000.000),2370154554651.0,-23550000000.0,1650229944036.0,-23550000000.0
+ Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (9),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (9),+ Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (9),1.119.739.505.010,-,779.161.548.259,-,1119739505010.0,,779161548259.0,
+ Công ty TNHH Âu Lạc Quảng Ninh (10),b.2) Chi tiết theo đối tượng > + Công ty TNHH Âu Lạc Quảng Ninh (10),+ Công ty TNHH Âu Lạc Quảng Ninh (10),314.671.300.000,-,314.671.300.000,-,314671300000.0,,314671300000.0,
+ Công ty Cổ phần TID (11),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần TID (11),+ Công ty Cổ phần TID (11),50.000.000.000,-,50.000.000.000,-,50000000000.0,,50000000000.0,
+ Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (12),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (12),+ Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (12),761.441.970.942,-,357.143.970.942,-,761441970942.0,,357143970942.0,
+ Công ty Cổ phần Bitexco,b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Bitexco,+ Công ty Cổ phần Bitexco,-,-,15.000.000.000,-,,,15000000000.0,
+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,22.550.000.000,(22.550.000.000),22.550.000.000,(22.550.000.000),22550000000.0,-22550000000.0,22550000000.0,-22550000000.0
+ Công ty Cổ phần Khai Sơn,b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Khai Sơn,+ Công ty Cổ phần Khai Sơn,8.000.000.000,-,26.125.000.000,-,8000000000.0,,26125000000.0,
+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Son (2),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Son (2),+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Son (2),7.500.000.000,-,7.500.000.000,-,7500000000.0,,7500000000.0,
+ Các đối tượng khác,b.2) Chi tiết theo đối tượng > + Các đối tượng khác,+ Các đối tượng khác,86.251.778.699,(1.000.000.000),78.078.124.835,(1.000.000.000),86251778699.0,-1000000000.0,78078124835.0,-1000000000.0
- Hợp tác kinh doanh,b.2) Chi tiết theo đối tượng > - Hợp tác kinh doanh,- Hợp tác kinh doanh,123.616.800.000,-,123.616.800.000,-,123616800000.0,,123616800000.0,
+ Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (14),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (14),+ Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (14),123.616.800.000,-,123.616.800.000,-,123616800000.0,,123616800000.0,
,,,2.493.771.354.651,(23.550.000.000),1.773.846.744.036,(23.550.000.000),2493771354651.0,-23550000000.0,1773846744036.0,-23550000000.0
