row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,85.253.742.333,-,55.028.489.385,-,85253742333.0,,55028489385.0,
Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,61.604.013.290,-,51.230.394.172,-,61604013290.0,,51230394172.0,
Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,2.142.487.747,-,2.120.541.757,-,2142487747.0,,2120541757.0,
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,1.835.400.027,-,1.559.523.799,-,1835400027.0,,1559523799.0,
Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,115.459.244,-,118.029.657,-,115459244.0,,118029657.0,
Công ty Cổ phần CNV Sài Gòn,Công ty Cổ phần CNV Sài Gòn,Công ty Cổ phần CNV Sài Gòn,19.556.382.025,-,-,-,19556382025.0,,,
Bên khác,Bên khác,Bên khác,462.276.521.348,(28.007.683.591),486.697.133.276,(16.820.697.185),462276521348.0,-28007683591.0,486697133276.0,-16820697185.0
Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,26.014.770.668,-,28.514.770.668,-,26014770668.0,,28514770668.0,
Công ty Cổ phần Hồng Lam Xuân Thành,Công ty Cổ phần Hồng Lam Xuân Thành,Công ty Cổ phần Hồng Lam Xuân Thành,33.300.812.117,-,34.221.505.020,-,33300812117.0,,34221505020.0,
Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,4.050.253.962,-,14.369.645.813,-,4050253962.0,,14369645813.0,
Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,-,-,38.713.730.000,-,,,38713730000.0,
Công ty Cổ phần Tập đoàn Phúc Sơn,Công ty Cổ phần Tập đoàn Phúc Sơn,Công ty Cổ phần Tập đoàn Phúc Sơn,22.373.972.812,(22.373.972.812),22.373.972.812,(11.186.986.406),22373972812.0,-22373972812.0,22373972812.0,-11186986406.0
Khách dự án Hud Mê Linh,Khách dự án Hud Mê Linh,Khách dự án Hud Mê Linh,-,-,7.542.880.000,-,,,7542880000.0,
Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),629.361.780,-,421.558.992,-,629361780.0,,421558992.0,
Khách hàng Dự án Hoa Tiên Paradise,Khách hàng Dự án Hoa Tiên Paradise,Khách hàng Dự án Hoa Tiên Paradise,58.067.395.196,-,70.239.266.928,-,58067395196.0,,70239266928.0,
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,317.839.954.813,(5.633.710.779),270.299.803.043,(5.633.710.779),317839954813.0,-5633710779.0,270299803043.0,-5633710779.0
,,,547.530.263.681,(28.007.683.591),541.725.622.661,(16.820.697.185),547530263681.0,-28007683591.0,541725622661.0,-16820697185.0
