row_label_raw,row_label_full,Mã số,NGUỒN VỐN,NGUỒN VỐN_1,Thuyết minh,31/12/2024 > VND,01/01/2024 > VND,numeric__NGUỒN VỐN,numeric__NGUỒN VỐN_1,numeric__Thuyết minh,numeric__31/12/2024 > VND,numeric__01/01/2024 > VND
300,300,300,C.,NỘ PHẢI TRẢ,,1.519.100.039.375,1.480.743.623.283,,,,1519100039375.0,1480743623283.0
310,310,310,I.,Nợ ngắn hạn,,1.446.244.717.290,1.123.000.270.553,,,,1446244717290.0,1123000270553.0
311,311,311,1.,Phải trả người bán ngắn hạn,18,133.411.171.349,109.589.005.290,1.0,,18.0,133411171349.0,109589005290.0
312,312,312,2.,Người mua trả tiền trước ngắn hạn,19,9.250.735.144,19.931.167.711,2.0,,19.0,9250735144.0,19931167711.0
313,313,313,3.,Thuế và các khoản phải nộp Nhà nước,20,100.953.539.629,106.967.449.410,3.0,,20.0,100953539629.0,106967449410.0
314,314,314,4.,Phải trả người lao động,,64.767.763.661,26.175.662.310,4.0,,,64767763661.0,26175662310.0
315,315,315,5.,Chi phí phải trả ngắn hạn,21,27.539.776.215,68.807.677.099,5.0,,21.0,27539776215.0,68807677099.0
318,318,318,6.,Doanh thu chưa thực hiện ngắn hạn,23,31.302.689.158,101.863.803.937,6.0,,23.0,31302689158.0,101863803937.0
319,319,319,7.,Phải trả ngắn hạn khác,22,125.137.034.594,248.617.301.081,7.0,,22.0,125137034594.0,248617301081.0
320,320,320,8.,Vay và nợ thuê tài chính ngắn hạn,17,946.016.535.646,433.182.731.821,8.0,,17.0,946016535646.0,433182731821.0
322,322,322,9.,Quỹ khen thưởng phúc lợi,,7.865.471.894,7.865.471.894,9.0,,,7865471894.0,7865471894.0
330,330,330,II.,Nợ dài hạn,,72.855.322.085,357.743.352.730,,,,72855322085.0,357743352730.0
336,336,336,1.,Doanh thu chưa thực hiện dài hạn,23,68.055.155.893,-,1.0,,23.0,68055155893.0,
337,337,337,2.,Phải trả dài hạn khác,22,4.288.221.740,3.758.312.730,2.0,,22.0,4288221740.0,3758312730.0
338,338,338,3.,Vay và nợ thuê tài chính dài hạn,17,511.944.452,353.985.040.000,3.0,,17.0,511944452.0,353985040000.0
400,400,400,D.,VỐN CHỦ SỞ HỮU,,5.661.609.822.416,5.620.534.519.389,,,,5661609822416.0,5620534519389.0
410,410,410,I.,Vốn chủ sở hữu,24,5.661.609.822.416,5.620.534.519.389,,,24.0,5661609822416.0,5620534519389.0
411,411,411,1.,Vốn góp của chủ sở hữu,,4.636.785.340.000,4.636.785.340.000,1.0,,,4636785340000.0,4636785340000.0
411a,411a,411a,-,Cổ phiếu phổ thông có quyền biểu quyết,,4.636.785.340.000,4.636.785.340.000,,,,4636785340000.0,4636785340000.0
412,412,412,2.,Thặng dư vốn cổ phần,,149.798.900.000,149.798.900.000,2.0,,,149798900000.0,149798900000.0
414,414,414,3.,Vốn khác của chủ sở hữu,,54.125.000.000,54.125.000.000,3.0,,,54125000000.0,54125000000.0
415,415,415,4.,Cổ phiếu quỹ,,(1.080.000),(1.080.000),4.0,,,-1080000.0,-1080000.0
418,418,418,5.,Quỹ đầu tư phát triển,,143.649.701.920,143.649.701.920,5.0,,,143649701920.0,143649701920.0
421,421,421,6.,Lợi nhuận sau thuế chưa phân phối,,634.935.706.803,594.159.821.343,6.0,,,634935706803.0,594159821343.0
421a,421a,421a,-,LNST chưa phân phối lũy kế đến cuối năm trước,,593.887.660.454,592.142.240.845,,,,593887660454.0,592142240845.0
421b,421b,421b,-,LNST chưa phân phối năm nay,,41.048.046.349,2.017.580.498,,,,41048046349.0,2017580498.0
429,429,429,7.,Lợi ích cổ đông không kiểm soát,,42.316.253.693,42.016.836.126,7.0,,,42316253693.0,42016836126.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,,7.180.709.861.791,7.101.278.142.672,,,,7180709861791.0,7101278142672.0
