row_label_raw,row_label_full,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,Trong năm > Tăng,Trong năm > Giảm,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,numeric__01/01/2024 > Dự phòng,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng
VND,VND,VND,VND,VND,VND,VND,VND,,,,,
97.400.000.000,VND > 97.400.000.000,97.400.000.000,-,84.465.000.000,74.170.000.000,107.695.000.000,-,,84465000000.0,74170000000.0,107695000000.0,
63.400.000.000,VND > 63.400.000.000,63.400.000.000,-,67.600.000.000,74.170.000.000,56.830.000.000,-,,67600000000.0,74170000000.0,56830000000.0,
34.000.000.000,VND > 34.000.000.000,34.000.000.000,-,16.865.000.000,-,50.865.000.000,-,,16865000000.0,,50865000000.0,
421.053.072.948,VND > 421.053.072.948,421.053.072.948,-,41.173.563.096,404.515.936.044,57.710.700.000,-,,41173563096.0,404515936044.0,57710700000.0,
3.760.700.000,VND > 3.760.700.000,3.760.700.000,-,-,-,3.760.700.000,-,,,,3760700000.0,
351.943.000.000,VND > 351.943.000.000,351.943.000.000,-,-,351.943.000.000,-,-,,,351943000000.0,,
39.000.000.000,VND > 39.000.000.000,39.000.000.000,-,-,-,39.000.000.000,-,,,,39000000000.0,
11.399.372.948,VND > 11.399.372.948,11.399.372.948,-,3.173.563.096,14.572.936.044,-,-,,3173563096.0,14572936044.0,,
14.950.000.000,VND > 14.950.000.000,14.950.000.000,-,8.000.000.000,8.000.000.000,14.950.000.000,-,,8000000000.0,8000000000.0,14950000000.0,
-,VND > -,-,-,30.000.000.000,30.000.000.000,-,-,,30000000000.0,30000000000.0,,
518.453.072.948,VND > 518.453.072.948,518.453.072.948,-,125.638.563.096,478.685.936.044,165.405.700.000,-,,125638563096.0,478685936044.0,165405700000.0,
