row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
(1) Hàng hóa bất động sản:,(1) Hàng hóa bất động sản:,(1) Hàng hóa bất động sản:,251.290.519.699,252.630.143.672,251290519699.0,252630143672.0
+ Căn A1508 - dự án Sky City Towers 88 Láng Hạ,+ Căn A1508 - dự án Sky City Towers 88 Láng Hạ,+ Căn A1508 - dự án Sky City Towers 88 Láng Hạ,3.600.000.000,3.600.000.000,3600000000.0,3600000000.0
+ Dự án Park View,+ Dự án Park View,+ Dự án Park View,-,1.339.623.973,,1339623973.0
+ Căn hộ thuộc dự án Khu chung cư DETACO,+ Căn hộ thuộc dự án Khu chung cư DETACO,+ Căn hộ thuộc dự án Khu chung cư DETACO,2.177.460.926,2.177.460.926,2177460926.0,2177460926.0
+ Dự án Đại Lải Paradise (1.1),+ Dự án Đại Lải Paradise (1.1),+ Dự án Đại Lải Paradise (1.1),245.513.058.773,245.513.058.773,245513058773.0,245513058773.0
(2) Quyền định đoạt tài sản hình thành trong tương lai:,(2) Quyền định đoạt tài sản hình thành trong tương lai:,(2) Quyền định đoạt tài sản hình thành trong tương lai:,100.672.616.759,290.862.083.791,100672616759.0,290862083791.0
+ Dự án C-Sky View,+ Dự án C-Sky View,+ Dự án C-Sky View,4.092.165.876,16.548.052.566,4092165876.0,16548052566.0
+ Dự án Hoa Tiên Paradise (2.1),+ Dự án Hoa Tiên Paradise (2.1),+ Dự án Hoa Tiên Paradise (2.1),16.871.142.711,23.459.567.967,16871142711.0,23459567967.0
+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),+ Dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),-,13.339.294.108,,13339294108.0
"+ Dự án Nhà ở cao tầng, kết hợp dịch vụ thương mại Summit Building","+ Dự án Nhà ở cao tầng, kết hợp dịch vụ thương mại Summit Building","+ Dự án Nhà ở cao tầng, kết hợp dịch vụ thương mại Summit Building",3.994.575.476,8.717.615.444,3994575476.0,8717615444.0
+ Dự án Kim Chung Di Trạch,+ Dự án Kim Chung Di Trạch,+ Dự án Kim Chung Di Trạch,12.962.403.681,35.243.395.362,12962403681.0,35243395362.0
+ Dự án Lotus Central,+ Dự án Lotus Central,+ Dự án Lotus Central,1.624.566.727,1.624.566.727,1624566727.0,1624566727.0
+ Dự án Hud Mê Linh,+ Dự án Hud Mê Linh,+ Dự án Hud Mê Linh,13.943.367.294,90.153.685.053,13943367294.0,90153685053.0
+ Dự án Eco Central Park,+ Dự án Eco Central Park,+ Dự án Eco Central Park,4.080.057.137,40.593.056.682,4080057137.0,40593056682.0
+ Dự án C-River View (The Maison),+ Dự án C-River View (The Maison),+ Dự án C-River View (The Maison),31.631.884.248,23.291.989.333,31631884248.0,23291989333.0
+ DA Bình Minh Garden cao tầng,+ DA Bình Minh Garden cao tầng,+ DA Bình Minh Garden cao tầng,-,20.740.024.281,,20740024281.0
+ Dự án Casamia Calm Hội An,+ Dự án Casamia Calm Hội An,+ Dự án Casamia Calm Hội An,11.472.453.609,11.456.499.057,11472453609.0,11456499057.0
+ Dự án Khu đô thị Nam Thăng Long,+ Dự án Khu đô thị Nam Thăng Long,+ Dự án Khu đô thị Nam Thăng Long,-,5.694.337.211,,5694337211.0
,,,351.963.136.458,543.492.227.463,351963136458.0,543492227463.0
