row_label_raw,row_label_full,Tên Công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,"Số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",100%,100%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê; tư vấn, môi giới, quản lý, quảng cáo bất động sản.",,1.0,1.0,
Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,"Tòa nhà 91A Cao Thắng, phường 3, quận 3, thành phố Hồ Chí Minh",80%,80%,"Kinh doanh bất động sản, quyền sử dụng đất, thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê; tư vấn môi giới, quản lý, quảng cáo bất động sản.",,0.8,0.8,
Công ty TNHH Cen Prime,Công ty TNHH Cen Prime,Công ty TNHH Cen Prime,"Số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",100%,100%,Môi giới bất động sản; sản giao dịch bất động sản; tư vấn và quản lý bất động sản; tư vấn quản lý; dịch vụ hỗ trợ tài chính.,,1.0,1.0,
Công ty TNHH Cen Cuckoo,Công ty TNHH Cen Cuckoo,Công ty TNHH Cen Cuckoo,"Tầng 2, số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",100%,100%,"Dịch vụ tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất.",,1.0,1.0,
Công ty Cổ phần Cen Academy,Công ty Cổ phần Cen Academy,Công ty Cổ phần Cen Academy,"Tầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",56%,56%,"Đào tạo, bồi dưỡng kiến thức hành nghề môi giới bất động sản.",,0.56,0.56,
Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới (*),Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới (*),Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới (*),"Số 19 Trúc Khê, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam",80%,80%,"Cung cấp dịch vụ khai thác giá trị gia tăng trên mạng internet, quảng cáo, tổ chức giới thiệu xúc tiến thương mại, nghiên cứu thị trường.",,0.8,0.8,
Công ty TNHH Quản lý Đối tác Liên kết Cen (*),Công ty TNHH Quản lý Đối tác Liên kết Cen (*),Công ty TNHH Quản lý Đối tác Liên kết Cen (*),"Số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",100%,100%,"Dịch vụ tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất.",,1.0,1.0,
Công ty Cổ phần Cen HCM (**),Công ty Cổ phần Cen HCM (**),Công ty Cổ phần Cen HCM (**),"57 Nguyễn Cơ Thạch, An Lợi Đông, quận 2, Hồ Chí Minh",100%,94%,"Kinh doanh bất động sản, dịch vụ bất động sản; xây dựng; kinh doanh nhà hàng và các dịch vụ liên quan khác.",,1.0,0.94,
Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,"Số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",51%,51%,"Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất (trừ hoạt động đầu giá).",,0.51,0.51,
