row_label_raw,row_label_full,Thông tin chi tiết về các khoản cho vay như sau:Tên bên vay/Hợp đồng cho vay/loại tiền,Mục đích vay,Lãi suất năm,Thời hạn vay,Hình thức bảo đảm,31/12/2024 > VND > 107.695.000.000,01/01/2024 > VND > 97.400.000.000,numeric__Mục đích vay,numeric__Lãi suất năm,numeric__Thời hạn vay,numeric__Hình thức bảo đảm,numeric__31/12/2024 > VND > 107.695.000.000,numeric__01/01/2024 > VND > 97.400.000.000
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ,,,,,,
Hợp đồng vay số 30/09/2021/HDVV vay bằng VND,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ > Hợp đồng vay số 30/09/2021/HDVV vay bằng VND,Hợp đồng vay số 30/09/2021/HDVV vay bằng VND,Bổ sung vốn cho hoạt động kinh doanh,10%/năm,12 tháng,Tín chấp,40.830.000.000,46.800.000.000,,,,,40830000000.0,46800000000.0
Hợp đồng vay số 27/01/2022/HDVV vay bằng VND,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ > Hợp đồng vay số 27/01/2022/HDVV vay bằng VND,Hợp đồng vay số 27/01/2022/HDVV vay bằng VND,Bổ sung vốn cho hoạt động kinh doanh,10%/năm,12 tháng,Tín chấp,-,4.600.000.000,,,,,,4600000000.0
Hợp đồng vay số 0110/2023/HDVV/CAD- ĐTBĐSTK vay bằng VND,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỹ > Hợp đồng vay số 0110/2023/HDVV/CAD- ĐTBĐSTK vay bằng VND,Hợp đồng vay số 0110/2023/HDVV/CAD- ĐTBĐSTK vay bằng VND,"Đầu tư, kinh doanh","5% - 8,5%/năm",12 tháng,Tín chấp,16.000.000.000,12.000.000.000,,,,,16000000000.0,12000000000.0
Công ty Cổ phần Tập đoàn Thế Kỹ,Công ty Cổ phần Tập đoàn Thế Kỹ,Công ty Cổ phần Tập đoàn Thế Kỹ,Công ty Cổ phần Tập đoàn Thế Kỹ,Công ty Cổ phần Tập đoàn Thế Kỹ,Công ty Cổ phần Tập đoàn Thế Kỹ,Công ty Cổ phần Tập đoàn Thế Kỹ,Công ty Cổ phần Tập đoàn Thế Kỹ,Công ty Cổ phần Tập đoàn Thế Kỹ,,,,,,
Hợp đồng vay số 012023/HDVV/ CHs-TĐ ngày 01/12/2023 vay bằng VND,Công ty Cổ phần Tập đoàn Thế Kỹ > Hợp đồng vay số 012023/HDVV/ CHs-TĐ ngày 01/12/2023 vay bằng VND,Hợp đồng vay số 012023/HDVV/ CHs-TĐ ngày 01/12/2023 vay bằng VND,"Sử dụng vào mục đích đầu tư, kinh doanh","4,5%/năm",6 tháng,Tín chấp,21.500.000.000,21.500.000.000,,,,,21500000000.0,21500000000.0
Hợp đồng vay số 2310/2023/HDVV/ ACA-TĐ vay bằng VND,Công ty Cổ phần Tập đoàn Thế Kỹ > Hợp đồng vay số 2310/2023/HDVV/ ACA-TĐ vay bằng VND,Hợp đồng vay số 2310/2023/HDVV/ ACA-TĐ vay bằng VND,"Đầu tư, kinh doanh","8,5%/năm",12 tháng,Tín chấp,29.365.000.000,12.500.000.000,,,,,29365000000.0,12500000000.0
