row_label_raw,row_label_full,Tên Công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty Cổ phần Cen Quảng Ninh,Công ty Cổ phần Cen Quảng Ninh,Công ty Cổ phần Cen Quảng Ninh,"Số HG1-31 (ô đất SH06-10) khu dịch vụ cao cấp Bến Đoan, phường Hồng Gai, thành phố Hạ Long, tỉnh Quảng Ninh",51%,51%,"Môi giới, tư vấn, quản lý bất động sản và các ngành nghề hỗ trợ, liên quan khác.",,0.51,0.51,
Công ty Cổ phần Cen Bình Thuận,Công ty Cổ phần Cen Bình Thuận,Công ty Cổ phần Cen Bình Thuận,"Số 44 Nguyễn Đình Chiêu, phường Hàm Tiến, thành phố Phan Thiết, tỉnh Bình Thuận",51%,51%,"Dịch vụ tư vấn, môi giới, dấu giá bất động sản, dấu giá quyền sử dụng đất.",,0.51,0.51,
Công ty Cổ phần Cen Bình Định,Công ty Cổ phần Cen Bình Định,Công ty Cổ phần Cen Bình Định,"SH A1-14-15-16, Tầng 1, Chung cư Garden Tower, KĐT An Phú Thịnh, phường Nhon Bình, thành phố Quy Nhơn, tỉnh Bình Định",51%,51%,"Dịch vụ tư vấn, môi giới, dấu giá bất động sản, dấu giá quyền sử dụng đất.",,0.51,0.51,
Công ty Cổ phần Cen Zone,Công ty Cổ phần Cen Zone,Công ty Cổ phần Cen Zone,"Số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",75%,75%,"Hoạt động tư vấn đầu tư, tư vấn quản lý; Tư vấn, môi giới, dấu giá bất động sản, dấu giá quyền sử dụng đất.",,0.75,0.75,
Công ty Cổ phần Cen Stay,Công ty Cổ phần Cen Stay,Công ty Cổ phần Cen Stay,"Số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",100%,51%,"Thương mại điện tử; Dịch vụ du lịch, lưu trú; Môi giới, tư vấn bất động sản; Các nhóm ngành liên quan khác.",,1.0,0.51,
Công ty Cổ phần Cen Đông Bắc (**),Công ty Cổ phần Cen Đông Bắc (**),Công ty Cổ phần Cen Đông Bắc (**),"SH LK2.16 Khu Độ thị Việt Hàn, phường Hồng Gai, thành phố Hạ Long, tỉnh Quảng Ninh",54%,54%,"Dịch vụ tư vấn, môi giới, dấu giá bất động sản, dấu giá quyền sử dụng đất.",,0.54,0.54,
Công ty Cổ phần Cen Bình Dương,Công ty Cổ phần Cen Bình Dương,Công ty Cổ phần Cen Bình Dương,"113 Đường 30/4, Phường Phú Hòa, thành phố Thủ Dầu Một, tỉnh Bình Dương",51%,51%,"Dịch vụ tư vấn, môi giới, dấu giá bất động sản, dấu giá quyền sử dụng đất.",,0.51,0.51,
Công ty Cổ phần Cen Cần Thơ (**),Công ty Cổ phần Cen Cần Thơ (**),Công ty Cổ phần Cen Cần Thơ (**),"Số A3-19 đường số 1B, Khu dân cư Nam Long, Khu vực 2, phường Hưng Thạnh, quận Cái Răng, thành phố Cần Thơ","45,56%",51%,"Dịch vụ tư vấn, môi giới, dấu giá bất động sản, dấu giá quyền sử dụng đất.",,0.4556,0.51,
