row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,18.539.410.153,18.539.410.153,7.539.060.383,7.539.060.383,18539410153.0,18539410153.0,7539060383.0,7539060383.0
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,6.110.430.103,6.110.430.103,4.562.564.541,4.562.564.541,6110430103.0,6110430103.0,4562564541.0,4562564541.0
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,1.959.736.603,1.959.736.603,511.998.103,511.998.103,1959736603.0,1959736603.0,511998103.0,511998103.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,10.469.243.447,10.469.243.447,2.464.497.739,2.464.497.739,10469243447.0,10469243447.0,2464497739.0,2464497739.0
Bên khác,Bên khác,Bên khác,114.871.761.196,114.871.761.196,102.049.944.907,102.049.944.907,114871761196.0,114871761196.0,102049944907.0,102049944907.0
- Công ty Cổ phần Bất động sản Ngaland,- Công ty Cổ phần Bất động sản Ngaland,- Công ty Cổ phần Bất động sản Ngaland,6.103.217.633,6.103.217.633,3.346.079.487,3.346.079.487,6103217633.0,6103217633.0,3346079487.0,3346079487.0
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,-,-,730.859.080,730.859.080,,,730859080.0,730859080.0
- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,-,-,1.268.998.474,1.268.998.474,,,1268998474.0,1268998474.0
- Công ty Cổ phần Tập đoàn A&F,- Công ty Cổ phần Tập đoàn A&F,- Công ty Cổ phần Tập đoàn A&F,-,-,4.733.922.294,4.733.922.294,,,4733922294.0,4733922294.0
- Công ty Cổ phần Công nghệ Quốc tế GTech,- Công ty Cổ phần Công nghệ Quốc tế GTech,- Công ty Cổ phần Công nghệ Quốc tế GTech,9.985.000.000,9.985.000.000,9.985.000.000,9.985.000.000,9985000000.0,9985000000.0,9985000000.0,9985000000.0
- Công ty Cổ phần Phát triển nhà Bình Minh,- Công ty Cổ phần Phát triển nhà Bình Minh,- Công ty Cổ phần Phát triển nhà Bình Minh,5.662.769.029,5.662.769.029,-,-,5662769029.0,5662769029.0,,
"- Công ty Cổ phần Xây dựng, Đầu tư Bất động sản Việt Minh Hoàng","- Công ty Cổ phần Xây dựng, Đầu tư Bất động sản Việt Minh Hoàng","- Công ty Cổ phần Xây dựng, Đầu tư Bất động sản Việt Minh Hoàng",-,-,4.676.540.457,4.676.540.457,,,4676540457.0,4676540457.0
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,93.120.774.534,93.120.774.534,77.308.545.115,77.308.545.115,93120774534.0,93120774534.0,77308545115.0,77308545115.0
,,,133.411.171.349,133.411.171.349,109.589.005.290,109.589.005.290,133411171349.0,133411171349.0,109589005290.0,109589005290.0
