row_label_raw,row_label_full,col_0,Vốn cố phần VND,Vốn khác của chủ sở hữu VND,Chênh lệch tỷ giá quy đổi ngoại tệ VND,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Lợi ích của chủ sở hữu Tổng Công ty VND,Lợi ích cố động không kiểm soát VND,Tổng VND,numeric__Vốn cố phần VND,numeric__Vốn khác của chủ sở hữu VND,numeric__Chênh lệch tỷ giá quy đổi ngoại tệ VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Lợi ích của chủ sở hữu Tổng Công ty VND,numeric__Lợi ích cố động không kiểm soát VND,numeric__Tổng VND
Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,12.825.623.720.000,3.208.666.226,43.954.201.299,1.122.241.373.127,10.217.284.050.181,24.212.312.010.833,1.272.845.884.034,25.485.157.894.867,12825623720000.0,3208666226.0,43954201299.0,1122241373127.0,10217284050181.0,24212312010833.0,1272845884034.0,25485157894867.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,4.330.113.031.371,4.330.113.031.371,164.660.395.541,4.494.773.426.912,,,,,4330113031371.0,4330113031371.0,164660395541.0,4494773426912.0
Cố tức (Thuyết minh 30),Cố tức (Thuyết minh 30),Cố tức (Thuyết minh 30),-,-,-,-,(5.130.249.488.000),(5.130.249.488.000),(159.285.980.659),(5.289.535.468.659),,,,,-5130249488000.0,-5130249488000.0,-159285980659.0,-5289535468659.0
"Trích quỹ khen thưởng, phúc lợi (Thuyết minh 25)","Trích quỹ khen thưởng, phúc lợi (Thuyết minh 25)","Trích quỹ khen thưởng, phúc lợi (Thuyết minh 25)",-,-,-,-,(109.732.047.438),(109.732.047.438),(15.851.952.555),(125.583.999.993),,,,,-109732047438.0,-109732047438.0,-15851952555.0,-125583999993.0
Trích quỹ công tác xã hội,Trích quỹ công tác xã hội,Trích quỹ công tác xã hội,-,-,-,-,(23.885.369.694),(23.885.369.694),(745.109.336),(24.630.479.030),,,,,-23885369694.0,-23885369694.0,-745109336.0,-24630479030.0
"Điều chính quỹ khen thưởng, phúc lợi (Thuyết minh 25)","Điều chính quỹ khen thưởng, phúc lợi (Thuyết minh 25)","Điều chính quỹ khen thưởng, phúc lợi (Thuyết minh 25)",-,-,-,-,2.932.077.906,2.932.077.906,1.779.355.545,4.711.433.451,,,,,2932077906.0,2932077906.0,1779355545.0,4711433451.0
Điều chính quỹ công tác xã hội,Điều chính quỹ công tác xã hội,Điều chính quỹ công tác xã hội,-,-,-,-,(240.157.577),(240.157.577),(56.214.071),(296.371.648),,,,,-240157577.0,-240157577.0,-56214071.0,-296371648.0
Chênh lệch tỷ giá quy đổi ngoại tệ,Chênh lệch tỷ giá quy đổi ngoại tệ,Chênh lệch tỷ giá quy đổi ngoại tệ,-,-,9.822.165.127,-,-,9.822.165.127,-,9.822.165.127,,,9822165127.0,,,9822165127.0,,9822165127.0
Thay đổi tỷ lệ lợi ích cố động không kiểm soát (Thuyết minh 6),Thay đổi tỷ lệ lợi ích cố động không kiểm soát (Thuyết minh 6),Thay đổi tỷ lệ lợi ích cố động không kiểm soát (Thuyết minh 6),-,-,-,59.468.487.946,(68.420.775.303),(8.952.287.357),(108.373.130.998),(117.325.418.355),,,,59468487946.0,-68420775303.0,-8952287357.0,-108373130998.0,-117325418355.0
