row_label_raw,row_label_full,Công ty TNHH MM Mega Market (Việt Nam),31/12/2025VND > 77.494.204.967,1/1/2025VND > 30.531.025.834,numeric__31/12/2025VND > 77.494.204.967,numeric__1/1/2025VND > 30.531.025.834
Công ty Cổ phần Bia Sài Gòn - Bến Tre,Công ty Cổ phần Bia Sài Gòn - Bến Tre,Công ty Cổ phần Bia Sài Gòn - Bến Tre,75.016.255.509,74.840.176.095,75016255509.0,74840176095.0
Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,50.464.632.166,64.259.344.007,50464632166.0,64259344007.0
Liên hiệp Hợp tác xã Thương mại Thành phố Hồ Chí Minh,Liên hiệp Hợp tác xã Thương mại Thành phố Hồ Chí Minh,Liên hiệp Hợp tác xã Thương mại Thành phố Hồ Chí Minh,35.080.237.307,37.725.257.020,35080237307.0,37725257020.0
Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,19.990.647.755,19.990.647.755,19990647755.0,19990647755.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,439.522.070.141,205.794.981.088,439522070141.0,205794981088.0
,,,697.568.047.845,433.141.431.799,697568047845.0,433141431799.0
