row_label_raw,row_label_full,col_0,Thuế suất,31/12/2025 VND,1/1/2025 VND,numeric__Thuế suất,numeric__31/12/2025 VND,numeric__1/1/2025 VND
Tài sân thuế thu nhập hoãn lại ghi nhận trên:,Tài sân thuế thu nhập hoãn lại ghi nhận trên:,Tài sân thuế thu nhập hoãn lại ghi nhận trên:,Tài sân thuế thu nhập hoãn lại ghi nhận trên:,Tài sân thuế thu nhập hoãn lại ghi nhận trên:,Tài sân thuế thu nhập hoãn lại ghi nhận trên:,,,
▪ Chi phí phải trả và các khoản dự phòng,Tài sân thuế thu nhập hoãn lại ghi nhận trên: > ▪ Chi phí phải trả và các khoản dự phòng,▪ Chi phí phải trả và các khoản dự phòng,20%,79.962.817.222,76.804.847.180,0.2,79962817222.0,76804847180.0
▪ Dự phòng đầu tư tài chính dài hạn,Tài sân thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,55.508.914.721,56.149.714.585,0.2,55508914721.0,56149714585.0
"▪ Dự phòng hàng tồn kho và công cụ, dụng cụ, phụ tùng thay thế dài hạn","Tài sân thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng hàng tồn kho và công cụ, dụng cụ, phụ tùng thay thế dài hạn","▪ Dự phòng hàng tồn kho và công cụ, dụng cụ, phụ tùng thay thế dài hạn",20%,24.538.049.831,23.719.463.271,0.2,24538049831.0,23719463271.0
▪ Lãi chưa thực hiện,Tài sân thuế thu nhập hoãn lại ghi nhận trên: > ▪ Lãi chưa thực hiện,▪ Lãi chưa thực hiện,20%,22.523.920.293,31.910.006.886,0.2,22523920293.0,31910006886.0
▪ Dự phòng phải thu khó đòi,Tài sân thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng phải thu khó đòi,▪ Dự phòng phải thu khó đòi,20%,2.179.550.222,2.179.550.222,0.2,2179550222.0,2179550222.0
▪ Các khoản khác,Tài sân thuế thu nhập hoãn lại ghi nhận trên: > ▪ Các khoản khác,▪ Các khoản khác,20%,7.243.160.426,7.743.357.253,0.2,7243160426.0,7743357253.0
,,,,191.956.412.715,198.506.939.397,,191956412715.0,198506939397.0
Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,,,
▪ Các điều chỉnh theo giá trị hợp lý phát sinh từ việc mua công ty con,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Các điều chỉnh theo giá trị hợp lý phát sinh từ việc mua công ty con,▪ Các điều chỉnh theo giá trị hợp lý phát sinh từ việc mua công ty con,20%,214.390.345.828,-,0.2,214390345828.0,
▪ Dự phòng đầu tư tài chính dài hạn,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,191.794.061.254,48.073.138.905,0.2,191794061254.0,48073138905.0
▪ Công cụ và dụng cụ,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Công cụ và dụng cụ,▪ Công cụ và dụng cụ,20%,179.993.052,1.134.882.409,0.2,179993052.0,1134882409.0
,,,,406.364.400.134,49.208.021.314,,406364400134.0,49208021314.0
