row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","numeric__Nhà cửa,vật kiến trúcVND"
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Số dư đầu năm và cuối năm,Nguyên giá > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,173.582.726.065,173582726065.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,21.796.361.466,21796361466.0
Khẩu hao trong năm,Giá trị hao mòn lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,5.230.553.541,5230553541.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,27.026.915.007,27026915007.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,151.786.364.599,151786364599.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,146.555.811.058,146555811058.0
