row_label_raw,row_label_full,Tên công ty,31/12/2025 > Hạch toán theo vốn chủ sở hữu VND,31/12/2025 > Giá trị hợp lý VND,31/12/2025 > Dự phòng VND,1/1/2025 > Hạch toán theo vốn chủ sở hữu VND,1/1/2025 > Giá trị hợp lý VND,1/1/2025 > Dự phòng VND,numeric__31/12/2025 > Hạch toán theo vốn chủ sở hữu VND,numeric__31/12/2025 > Giá trị hợp lý VND,numeric__31/12/2025 > Dự phòng VND,numeric__1/1/2025 > Hạch toán theo vốn chủ sở hữu VND,numeric__1/1/2025 > Giá trị hợp lý VND,numeric__1/1/2025 > Dự phòng VND
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,,,,,,,,,,,,
▪ Công ty Cổ phần Tư vấn Đầu tư - Thiết kế và Chuyển giao Công nghệ Thành Nam,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Tư vấn Đầu tư - Thiết kế và Chuyển giao Công nghệ Thành Nam,▪ Công ty Cổ phần Tư vấn Đầu tư - Thiết kế và Chuyển giao Công nghệ Thành Nam,329.653.546,(*),-,329.653.546,(*),-,329653546.0,,,329653546.0,,
▪ Công ty Cổ phần Tập đoàn Bao bì Sài Gòn,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Tập đoàn Bao bì Sài Gòn,▪ Công ty Cổ phần Tập đoàn Bao bì Sài Gòn,350.548.680.000,(*),-,-,-,-,350548680000.0,,,,,
▪ Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia Sài Gòn - Phú Thọ,▪ Công ty Cổ phần Bia Sài Gòn - Phú Thọ,62.593.866.289,46.070.196.000,-,64.591.723.954,41.975.224.200,-,62593866289.0,46070196000.0,,64591723954.0,41975224200.0,
▪ Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,▪ Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,10.988.466.468,(*),-,6.863.792.917,(*),-,10988466468.0,,,6863792917.0,,
▪ Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,▪ Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,96.455.365.989,(*),-,95.654.536.078,(*),-,96455365989.0,,,95654536078.0,,
▪ Công ty Cổ phần Bia Sài Gòn - Miền Trung,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia Sài Gòn - Miền Trung,▪ Công ty Cổ phần Bia Sài Gòn - Miền Trung,203.125.146.013,385.459.605.550,-,193.847.703.264,415.928.809.000,-,203125146013.0,385459605550.0,,193847703264.0,415928809000.0,
▪ Công ty TNHH Đầu tư Thương mại Tân Thành,Đầu tư vào các công ty liên kết > ▪ Công ty TNHH Đầu tư Thương mại Tân Thành,▪ Công ty TNHH Đầu tư Thương mại Tân Thành,70.829.555.721,(*),(70.829.555.721),70.829.555.721,(*),(70.829.555.721),70829555721.0,,-70829555721.0,70829555721.0,,-70829555721.0
▪ Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,▪ Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,35.578.652.894,17.129.112.000,-,36.621.395.335,15.834.218.400,-,35578652894.0,17129112000.0,,36621395335.0,15834218400.0,
▪ Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,▪ Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,43.327.664.674,(*),-,46.078.173.106,(*),-,43327664674.0,,,46078173106.0,,
▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang,-,(*),-,-,(*),-,,,,,,
▪ Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang > ▪ Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,▪ Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,48.545.588.876,(*),-,48.383.739.373,(*),-,48545588876.0,,,48383739373.0,,
▪ Công ty Cổ phần Bia Sài Gòn - Bến Tre,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang > ▪ Công ty Cổ phần Bia Sài Gòn - Bến Tre,▪ Công ty Cổ phần Bia Sài Gòn - Bến Tre,26.791.450.563,(*),-,27.296.370.024,(*),-,26791450563.0,,,27296370024.0,,
▪ Công ty Cổ phần Bia Sài Gòn - Long Khánh,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang > ▪ Công ty Cổ phần Bia Sài Gòn - Long Khánh,▪ Công ty Cổ phần Bia Sài Gòn - Long Khánh,42.209.112.689,(*),-,-,-,-,42209112689.0,,,,,
▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang > ▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,-,-,-,345.174.627.629,345.149.557.133,-,,,,345174627629.0,345149557133.0,
Đầu tư vào các cơ sở kinh doanh đồng kiểm soát,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát,,,,,,,,,,,,
▪ Công ty TNHH Trung tâm Mê Linh,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty TNHH Trung tâm Mê Linh,▪ Công ty TNHH Trung tâm Mê Linh,125.517.645.813,(*),-,116.330.114.039,(*),-,125517645813.0,,,116330114039.0,,
▪ Công ty Liên doanh TNHH Crown Sài Gòn,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty Liên doanh TNHH Crown Sài Gòn,▪ Công ty Liên doanh TNHH Crown Sài Gòn,640.064.120.552,(*),-,827.689.104.234,(*),-,640064120552.0,,,827689104234.0,,
▪ Công ty TNHH Thủy tinh Malaya Việt Nam,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty TNHH Thủy tinh Malaya Việt Nam,▪ Công ty TNHH Thủy tinh Malaya Việt Nam,378.792.087.587,(*),-,344.609.214.183,(*),-,378792087587.0,,,344609214183.0,,
▪ Công ty TNHH Bao bì San Miguel Yamamura Phú Thọ,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty TNHH Bao bì San Miguel Yamamura Phú Thọ,▪ Công ty TNHH Bao bì San Miguel Yamamura Phú Thọ,71.280.324.913,(*),-,64.476.696.449,(*),-,71280324913.0,,,64476696449.0,,
▪ Công ty TNHH Sản xuất Rượu và Cần Việt Nam,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty TNHH Sản xuất Rượu và Cần Việt Nam,▪ Công ty TNHH Sản xuất Rượu và Cần Việt Nam,13.405.603.950,(*),-,16.062.160.950,(*),-,13405603950.0,,,16062160950.0,,
,,,2.220.382.986.537,(70.829.555.721),(70.829.555.721),2.304.838.560.802,(70.829.555.721),(70.829.555.721),2220382986537.0,-70829555721.0,-70829555721.0,2304838560802.0,-70829555721.0,-70829555721.0
