row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2025VND,2024VND,,
Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa > Bán nguyên vật liệu,Bán nguyên vật liệu,256.834.395.484,314.544.631.640,256834395484.0,314544631640.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa > Mua hàng hóa,Mua hàng hóa,638.271.274.650,778.843.862.900,638271274650.0,778843862900.0
Mua nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa > Mua nguyên vật liệu,Mua nguyên vật liệu,98.811.060,2.175.000,98811060.0,2175000.0
Chi phí thuê kho,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa > Chi phí thuê kho,Chi phí thuê kho,1.265.094.391,-,1265094391.0,
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa > Giao dịch khác,Giao dịch khác,513.607.740,117.259.065,513607740.0,117259065.0
Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Bán nguyên vật liệu,Bán nguyên vật liệu,227.174.498.392,400.054.343.224,227174498392.0,400054343224.0
Bán thành phẩm,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Bán thành phẩm,Bán thành phẩm,-,73.118.058,,73118058.0
Doanh thu khác,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Doanh thu khác,Doanh thu khác,8.789.537.968,8.843.090.870,8789537968.0,8843090870.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Mua hàng hóa,Mua hàng hóa,739.925.353.710,1.026.111.425.170,739925353710.0,1026111425170.0
Mua nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Mua nguyên vật liệu,Mua nguyên vật liệu,10.121.292.089,23.217.413.655,10121292089.0,23217413655.0
Mua dịch vụ,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Mua dịch vụ,Mua dịch vụ,-,200.000,,200000.0
Chi phí thuê kho,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Chi phí thuê kho,Chi phí thuê kho,591.346.311,1.202.470.482,591346311.0,1202470482.0
Thu nhập từ cổ tức,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Thu nhập từ cổ tức,Thu nhập từ cổ tức,38.559.356.000,48.535.035.000,38559356000.0,48535035000.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Giao dịch khác,Giao dịch khác,159.419.021,-,159419021.0,
Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Bán nguyên vật liệu,Bán nguyên vật liệu,213.368.799.947,380.582.640.117,213368799947.0,380582640117.0
Bán thành phẩm,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Bán thành phẩm,Bán thành phẩm,-,188.706.500,,188706500.0
Doanh thu khác,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Doanh thu khác,Doanh thu khác,2.654.651.556,524.940.000,2654651556.0,524940000.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Mua hàng hóa,Mua hàng hóa,590.180.080.260,994.536.815.360,590180080260.0,994536815360.0
Chi phí thuê kho,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Chi phí thuê kho,Chi phí thuê kho,80.852.943,23.064.000,80852943.0,23064000.0
Thu nhập từ cổ tức,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Thu nhập từ cổ tức,Thu nhập từ cổ tức,1.500.000.000,1.500.000.000,1500000000.0,1500000000.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Giao dịch khác,Giao dịch khác,89.891.939,132.391.983,89891939.0,132391983.0
Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,,
Bán nguyên vật liệu,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô > Bán nguyên vật liệu,Bán nguyên vật liệu,192.278.606.439,241.704.198.555,192278606439.0,241704198555.0
Bán hàng hóa,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô > Bán hàng hóa,Bán hàng hóa,164.595.820,430.340.070,164595820.0,430340070.0
Doanh thu khác,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô > Doanh thu khác,Doanh thu khác,4.672.284.803,537.296.603,4672284803.0,537296603.0
Mua hàng hóa,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô > Mua hàng hóa,Mua hàng hóa,486.395.202.400,620.995.469.030,486395202400.0,620995469030.0
Mua vật liệu bao bì,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô > Mua vật liệu bao bì,Mua vật liệu bao bì,855.960.000,-,855960000.0,
Chi phí thuê kho,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô > Chi phí thuê kho,Chi phí thuê kho,642.324.026,1.012.985.625,642324026.0,1012985625.0
Thu nhập từ cổ tức,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô > Thu nhập từ cổ tức,Thu nhập từ cổ tức,-,1.105.000.000,,1105000000.0
Giao dịch khác,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô > Giao dịch khác,Giao dịch khác,185.207.389,77.685.348,185207389.0,77685348.0
Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Bán nguyên vật liệu,Bán nguyên vật liệu,161.192.665.996,212.505.198.808,161192665996.0,212505198808.0
Doanh thu khác,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Doanh thu khác,Doanh thu khác,1.291.089.784,-,1291089784.0,
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Mua hàng hóa,Mua hàng hóa,468.316.943.360,542.111.649.150,468316943360.0,542111649150.0
Mua vật liệu bao bì,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Mua vật liệu bao bì,Mua vật liệu bao bì,93.604.580,38.118.000,93604580.0,38118000.0
Chi phí thuê kho,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Chi phí thuê kho,Chi phí thuê kho,778.426.095,-,778426095.0,
Thu nhập từ cổ tức,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Thu nhập từ cổ tức,Thu nhập từ cổ tức,4.231.800.000,4.231.800.000,4231800000.0,4231800000.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Giao dịch khác,Giao dịch khác,49.815.172,61.723.350,49815172.0,61723350.0
