row_label_raw,row_label_full,STT Tên công ty,STT Tên công ty_1,Hoạt động chính,31/12/2025,31/12/2025_1,1/1/2025,1/1/2025_1,numeric__STT Tên công ty_1,numeric__Hoạt động chính,numeric__31/12/2025,numeric__31/12/2025_1,numeric__1/1/2025,numeric__1/1/2025_1
STT Tên công ty,STT Tên công ty,STT Tên công ty,STT Tên công ty,Hoạt động chính,% quyền sở hữu,% quyền biểu quyết,% quyền sở hữu,% quyền biểu quyết,,,,,,
16,STT Tên công ty > 16,16,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,"Kinh doanh bia, rượu, nước giải khát; cung cấp dịch vụ vận chuyển hàng hóa bằng đường bộ và đường thủy","90,68%","90,68%","90,68%","90,68%",,,0.9068,0.9068,0.9068,0.9068
17,STT Tên công ty > 17,17,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,"Kinh doanh bia, rượu, nước giải khát; cung cấp dịch vụ kho bãi và dịch vụ vận chuyển hàng hóa bằng đường bộ","90,00%","90,00%","90,00%","90,00%",,,0.9,0.9,0.9,0.9
18,STT Tên công ty > 18,18,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,"Kinh doanh bia, rượu, nước giải khát; cung cấp dịch vụ vận chuyển hàng hóa đường bộ và đường thủy","90,00%","90,00%","90,00%","90,00%",,,0.9,0.9,0.9,0.9
19,STT Tên công ty > 19,19,Công ty TNHH Một Thành viên Cơ khí Sa Be Co,Chế tạo máy móc dùng cho sản xuất thực phẩm; lắp đặt và bảo trì hệ thống máy móc thiết bị,100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
20,STT Tên công ty > 20,20,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng (*),"Sản xuất và kinh doanh bia, mạch nha ủ lên men, nước khoáng và nước tinh khiết đóng chai","86,32%",100%,"84,46%",100%,,,0.8632,1.0,0.8445999999999999,1.0
21,STT Tên công ty > 21,21,Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,"Kinh doanh bia, rượu, nước giải khát; cung cấp dịch vụ kho bãi và dịch vụ vận chuyển hàng hóa","90,45%","90,45%","90,45%","90,45%",,,0.9045000000000001,0.9045000000000001,0.9045000000000001,0.9045000000000001
22,STT Tên công ty > 22,22,Công ty TNHH Một Thành viên Bia Sài Gòn - Hà Tĩnh,"Sản xuất và kinh doanh bia, mạch nha ủ lên men, nước khoáng, nước tinh khiết đóng chai",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
23,STT Tên công ty > 23,23,Công ty Cổ phần Bao bì Bia Sài Gòn,"Sản xuất và kinh doanh nắp khoén thiếc và bao bi kim loại, bao bi phục vụ ngành đồ uống thực phẩm","76,81%","76,81%","76,81%","76,81%",,,0.7681,0.7681,0.7681,0.7681
24,STT Tên công ty > 24,24,Công ty TNHH Một Thành viên Bia Sài Gòn,"Bán buôn bia, rượu và nước giải khát",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
25,STT Tên công ty > 25,25,Công ty TNHH Một Thành viên Tập đoàn Bia Sài Gòn,"Bán buôn bia, rượu và nước giải khát",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
26,STT Tên công ty > 26,26,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,"Sản xuất và kinh doanh bia, rượu và nước giải khát","52,91%","52,91%","52,91%","52,91%",,,0.5291,0.5291,0.5291,0.5291
27,STT Tên công ty > 27,27,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,"Sản xuất, chế biến và kinh doanh thực phẩm, đồ uống, bia và đồ uống có cồn","65,00%","65,38%","21,80%","22,18%",,,0.65,0.6537999999999999,0.218,0.2218
28,STT Tên công ty > 28,28,Công ty TNHH Thương mại và Dịch vụ Bia Sài Gòn Bình Tây (*),Kinh doanh đồ uống và dịch vụ nhà hàng,"65,00%",100%,-,-,,,0.65,1.0,,
29,STT Tên công ty > 29,29,Công ty TNHH Bia Sài Gòn - Ninh Thuận (*),Sản xuất và kinh doanh bia,"65,00%",100%,-,-,,,0.65,1.0,,
30,STT Tên công ty > 30,30,Công ty TNHH Một Thành viên Bia Sài Gòn - Phù Lý (*),Sản xuất và kinh doanh bia,"65,00%",100%,-,-,,,0.65,1.0,,
