row_label_raw,row_label_full,col_0,31/12/2025 > Hạch toán theovốn chủ sở hữu/Giá gốcVND,31/12/2025 > Dự phòngVND,31/12/2025 > Giá trị ghi sổVND,1/1/2025 > Hạch toán theovốn chủ sở hữu/Giá gốcVND,1/1/2025 > Dự phòngVND,1/1/2025 > Giá trị ghi sổVND,numeric__31/12/2025 > Hạch toán theovốn chủ sở hữu/Giá gốcVND,numeric__31/12/2025 > Dự phòngVND,numeric__31/12/2025 > Giá trị ghi sổVND,numeric__1/1/2025 > Hạch toán theovốn chủ sở hữu/Giá gốcVND,numeric__1/1/2025 > Dự phòngVND,numeric__1/1/2025 > Giá trị ghi sổVND
"Đầu tư vào các công tyliên doanh, liên kết (i)","Đầu tư vào các công tyliên doanh, liên kết (i)","Đầu tư vào các công tyliên doanh, liên kết (i)",2.220.382.986.537,(70.829.555.721),2.149.553.430.816,2.304.838.560.802,(70.829.555.721),2.234.009.005.081,2220382986537.0,-70829555721.0,2149553430816.0,2304838560802.0,-70829555721.0,2234009005081.0
Đầu tư góp vốn vào cácdơn vị khác (ii),Đầu tư góp vốn vào cácdơn vị khác (ii),Đầu tư góp vốn vào cácdơn vị khác (ii),362.429.271.916,(290.688.202.522),71.741.069.394,410.929.271.916,(307.877.199.844),103.052.072.072,362429271916.0,-290688202522.0,71741069394.0,410929271916.0,-307877199844.0,103052072072.0
,,,2.582.812.258.453,(361.517.758.243),2.221.294.500.210,2.715.767.832.718,(378.706.755.565),2.337.061.077.153,2582812258453.0,-361517758243.0,2221294500210.0,2715767832718.0,-378706755565.0,2337061077153.0
