row_label_raw,row_label_full,col_0,Đơn vị,31/12/2025,1/1/2025,numeric__Đơn vị,numeric__31/12/2025,numeric__1/1/2025
Bia,Bia,Bia,thùng/két,3.569.589,3.887.029,,3569589.0,3887029.0
Két nhựa,Két nhựa,Két nhựa,cái,46.635,39.368,,46635.0,39368.0
Nước giải khát,Nước giải khát,Nước giải khát,thùng/két,-,28.511,,,28511.0
