row_label_raw,row_label_full,STT Tên công ty,STT Tên công ty_1,Hoạt động chính,31/12/2025,31/12/2025_1,1/1/2025,1/1/2025_1,numeric__STT Tên công ty_1,numeric__Hoạt động chính,numeric__31/12/2025,numeric__31/12/2025_1,numeric__1/1/2025,numeric__1/1/2025_1
STT Tên công ty,STT Tên công ty,STT Tên công ty,STT Tên công ty,Hoạt động chính,% quyền sở hữu,% quyền biểu quyết,% quyền sở hữu,% quyền biểu quyết,,,,,,
I,I,I,Công ty con,,,,,,,,,,,
1,I > 1,1,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Sản xuất và kinh doanh bia,"86,32%","86,32%","84,46%","84,46%",,,0.8632,0.8632,0.8445999999999999,0.8445999999999999
2,I > 2,2,Công ty Cổ phần Nước Giải Khát Chương Dương,"Sản xuất và kinh doanh nước giải khát, đồ hộp và phụ liệu","62,06%","62,06%","62,06%","62,06%",,,0.6206,0.6206,0.6206,0.6206
3,I > 3,3,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Sản xuất và kinh doanh bia,"68,25%","69,15%","66,56%","66,56%",,,0.6825,0.6915,0.6656,0.6656
4,I > 4,4,Công ty Cổ phần Rượu Bình Tây,Sản xuất và kinh doanh rượu,"93,32%","93,47%","93,32%","93,47%",,,0.9331999999999999,0.9347,0.9331999999999999,0.9347
5,I > 5,5,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",Sản xuất và kinh doanh bia và nước giải khát có ga,"55,90%","56,24%","55,90%","56,24%",,,0.5589999999999999,0.5624,0.5589999999999999,0.5624
6,I > 6,6,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,"Sản xuất và kinh doanh bia, rượu và nước giải khát","54,73%","54,73%","54,73%","54,73%",,,0.5473,0.5473,0.5473,0.5473
7,I > 7,7,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Sản xuất và kinh doanh bia và nước giải khát; xuất nhập khẩu các nguyên vật liệu liên quan,"68,78%","68,78%","68,78%","68,78%",,,0.6878,0.6878,0.6878,0.6878
8,I > 8,8,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Sản xuất và kinh doanh bia và nước giải khát; xuất nhập khẩu các nguyên vật liệu liên quan,"55,36%","57,11%","52,11%","52,11%",,,0.5536,0.5710999999999999,0.5211,0.5211
9,I > 9,9,Công ty TNHH Một Thành viên Thương mại Bia Sài Gòn,"Kinh doanh bia, rượu và nước giải khát",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
10,I > 10,10,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,"Kinh doanh bia, rượu và nước giải khát; cung cấp dịch vụ vận chuyển hàng hóa và cho thuê kho bãi","90,00%","90,00%","90,00%","90,00%",,,0.9,0.9,0.9,0.9
11,I > 11,11,Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,"Kinh doanh bia, rượu và nước giải khát; cung cấp dịch vụ vận chuyển hàng hóa và cho thuê kho bãi","95,07%","95,07%","95,07%","95,07%",,,0.9506999999999999,0.9506999999999999,0.9506999999999999,0.9506999999999999
12,I > 12,12,Công ty Cổ phần Thương mại Bia Sài Gòn Trung tâm,"Bán buôn bia, đồ uống có cồn; bán buôn đồ uống không có cồn; bán buôn hóa chất khác, cồn; mua bán bao bì; cung cấp dịch vụ vận chuyển hàng hóa bằng ô tô","94,47%","94,47%","94,47%","94,47%",,,0.9447,0.9447,0.9447,0.9447
13,I > 13,13,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,"Kinh doanh bia, rượu và nước giải khát; cung cấp dịch vụ kho bãi và dịch vụ vận chuyển hàng hóa bằng ô tô","91,24%","91,24%","91,24%","91,24%",,,0.9124,0.9124,0.9124,0.9124
14,I > 14,14,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,"Kinh doanh bia, rượu và nước giải khát; cung cấp dịch vụ kho bãi và dịch vụ vận chuyển","90,00%","90,00%","90,00%","90,00%",,,0.9,0.9,0.9,0.9
15,I > 15,15,Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,"Kinh doanh bia, rượu và nước giải khát; cung cấp dịch vụ kho bãi và dịch vụ vận chuyển","90,14%","90,14%","90,14%","90,14%",,,0.9014,0.9014,0.9014,0.9014
