row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phầnĐầu tư Điện Máy Xanh,Công ty Cổ phầnĐầu tư Điện Máy Xanh,Công ty Cổ phầnĐầu tư Điện Máy Xanh,Thu nhập từ cổ tứcNhận cổ tức bằng cổ phiếuChuyển nhượng cổ phầnThu hồi khoản cho vayCho vayLãi cho vay,8.695.179.943.5226.538.653.600.00099.998.900.000-,2.748.476.418.927-2.181.850.000.000292.400.000.00079.322.775.940,,,
Công ty Cổ phầnThợ Điện Máy Xanh,Công ty Cổ phầnĐầu tư Điện Máy Xanh > Công ty Cổ phầnThợ Điện Máy Xanh,Công ty Cổ phầnThợ Điện Máy Xanh,Nhận cổ tức,469.361.272.388,,,469361272388.0,
Công ty TNHHMTV Đầu tư Thiện Tâm,Công ty Cổ phầnĐầu tư Điện Máy Xanh > Công ty TNHHMTV Đầu tư Thiện Tâm,Công ty TNHHMTV Đầu tư Thiện Tâm,Góp vốn đầu tư,2.105.000.000.000,,,2105000000000.0,
Công ty TNHH MTVĐầu tư An Nhi,Công ty Cổ phầnĐầu tư Điện Máy Xanh > Công ty TNHH MTVĐầu tư An Nhi,Công ty TNHH MTVĐầu tư An Nhi,Góp vốn đầu tư,400.000.000.000,,,400000000000.0,
Công ty TNHH MTV Côngnghệ Thông tin Thế GiớiDi Động,Công ty Cổ phầnĐầu tư Điện Máy Xanh > Công ty TNHH MTV Côngnghệ Thông tin Thế GiớiDi Động,Công ty TNHH MTV Côngnghệ Thông tin Thế GiớiDi Động,Nhận cổ tức,100.000.000.000,,,100000000000.0,
