row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Chênh lệch tỷ giá,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Chênh lệch tỷ giá,numeric__VND Số cuối năm
Vay ngắn hạn từ ngân hàng,Vay ngắn hạn từ ngân hàng,Vay ngắn hạn từ ngân hàng,-,911.750.000.000,-,-,911.750.000.000,,911750000000.0,,,911750000000.0
Vay dài hạn từ ngân hàng đến hạn trả,Vay dài hạn từ ngân hàng đến hạn trả,Vay dài hạn từ ngân hàng đến hạn trả,5.948.525.000.000,-,(5.901.250.000.000),(47.275.000.000),-,5948525000000.0,,-5901250000000.0,-47275000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.948.525.000.000,911.750.000.000,(5.901.250.000.000),(47.275.000.000),911.750.000.000,5948525000000.0,911750000000.0,-5901250000000.0,-47275000000.0,911750000000.0
Trong đó:Số có khả năng trả nợ,Trong đó:Số có khả năng trả nợ,Trong đó:Số có khả năng trả nợ,,,,,,,,,,
Vay ngắn hạn,Trong đó:Số có khả năng trả nợ > Vay ngắn hạn,Vay ngắn hạn,5.948.525.000.000,,,,911.750.000.000,5948525000000.0,,,,911750000000.0
