row_label_raw,row_label_full,Loại tài sản đảm bảo,Giá trị đến > 31/12/2023,Giá trị đến > 01/01/2023,numeric__Giá trị đến > 31/12/2023,numeric__Giá trị đến > 01/01/2023
Bất động sản,Bất động sản,Bất động sản,66.997.326,68 938 149,66997326.0,
Dộng san,Dộng san,Dộng san,5 304.711,10 008.577,,
Giấy tờ có giá,Dộng san > Giấy tờ có giá,Giấy tờ có giá,19.642 936,20.927.759,,20927759.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,99 221.151,107 197 223,,
Tổng,Các tài sản đảm bảo khác > Tổng,Tổng,191.166.124,207.071.708,191166124.0,207071708.0
