row_label_raw,row_label_full,"26. Tỉnh hình thu nhập của cán bộ, công nhân viên > Số lượng nhân viên ngày 31 tháng 12",Năm 2023 > 1.952,Năm 2022 > 2.114,numeric__Năm 2023 > 1.952,numeric__Năm 2022 > 2.114
"I. Bình quân số cán bộ, công nhân viên","I. Bình quân số cán bộ, công nhân viên","I. Bình quân số cán bộ, công nhân viên",2.033,2.114,2033.0,2114.0
"II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên",,,,
1. Tổng quỹ lương,"II. Thu nhập của cán bộ, công nhân viên > 1. Tổng quỹ lương",1. Tổng quỹ lương,575.088,538.914,575088.0,538914.0
2. Tiền thường,2. Tiền thường,2. Tiền thường,-,-,,
3 Thu nhập khác,2. Tiền thường > 3 Thu nhập khác,3 Thu nhập khác,1.206,322,1206.0,322.0
4 Tổng thu nhập (1+2+3),2. Tiền thường > 4 Tổng thu nhập (1+2+3),4 Tổng thu nhập (1+2+3),576.294,539 236,576294.0,
5 Tiền lương bình quân (đồng/người/tháng),2. Tiền thường > 5 Tiền lương bình quân (đồng/người/tháng),5 Tiền lương bình quân (đồng/người/tháng),"23,57","21,24",23.57,21.24
6. Thu nhập bình quân (đồng/người/tháng),2. Tiền thường > 6. Thu nhập bình quân (đồng/người/tháng),6. Thu nhập bình quân (đồng/người/tháng),"23,62","21,26",23.62,21.26
