row_label_raw,row_label_full,CHÍ TIÊU,Thuyết minh,Năm 2023,Năm 2022,numeric__Thuyết minh,numeric__Năm 2023,numeric__Năm 2022
Nhĩng thay đổi về công nợ hoạt động,Nhĩng thay đổi về công nợ hoạt động,Nhĩng thay đổi về công nợ hoạt động,Nhĩng thay đổi về công nợ hoạt động,Nhĩng thay đổi về công nợ hoạt động,Nhĩng thay đổi về công nợ hoạt động,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,-,(1 778),,,
16 Tăng/(Giảm) các khoản tiền gửi va vay các TCTD,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN > 16 Tăng/(Giảm) các khoản tiền gửi va vay các TCTD,16 Tăng/(Giảm) các khoản tiền gửi va vay các TCTD,,513 057,7.907.949,,,7907949.0
17 Tăng/(Giảm) tiên gửi của khách hàng,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN > 17 Tăng/(Giảm) tiên gửi của khách hàng,17 Tăng/(Giảm) tiên gửi của khách hàng,,5.468.764,6 880.589,,5468764.0,
18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoai trừ GTCG dược tính vào hoạt động tài chính),15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN > 18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoai trừ GTCG dược tính vào hoạt động tài chính),18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoai trừ GTCG dược tính vào hoạt động tài chính),,1.170.151,(16 426),,1170151.0,
"19 Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","19 Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","19 Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(5 582),(21 444),,,
20 Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,"19 Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro > 20 Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác",20 Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,26.407,(39 179),,26407.0,
21 Tăng/(Giảm) khác về công nợ hoạt động,"19 Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro > 21 Tăng/(Giảm) khác về công nợ hoạt động",21 Tăng/(Giảm) khác về công nợ hoạt động,,(419.198),(64.551),,-419198.0,-64551.0
22 Chỉ từ các quỹ của tổ chức tín dung,22 Chỉ từ các quỹ của tổ chức tín dung,22 Chỉ từ các quỹ của tổ chức tín dung,,-,-,,,
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,22 Chỉ từ các quỹ của tổ chức tín dung > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(4.681.756),9.089.659,,-4681756.0,9089659.0
LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01 Mua sắm TSCĐ,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01 Mua sắm TSCĐ,01 Mua sắm TSCĐ,,(103.779),(73.726),,-103779.0,-73726.0
