row_label_raw,row_label_full,10.1 Chi phí xây dựng cơ bản dô dang,31/12/2023,01/01/2023,numeric__31/12/2023,numeric__01/01/2023
- Mua sắm TSCD khác,- Mua sắm TSCD khác,- Mua sắm TSCD khác,5 736,18.200,,18200.0
Cộng,Cộng,Cộng,5.736,18.200,5736.0,18200.0
10.2 Các khoản phải thu,10.2 Các khoản phải thu,10.2 Các khoản phải thu,31/12/2023,01/01/2023,,
- Các khoản phải thu nội bộ,10.2 Các khoản phải thu > - Các khoản phải thu nội bộ,- Các khoản phải thu nội bộ,2.727.294,2.580 844,2727294.0,
- Các khoản phải thu bên ngoài,10.2 Các khoản phải thu > - Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,7.746 312,7.941.572,,7941572.0
Phαι thu từ hoạt động ban nơ (n),Phαι thu từ hoạt động ban nơ (n),Phαι thu từ hoạt động ban nơ (n),6 888 776,6 836 615,,
Phải thu các khoản kỳ quỹ,Phαι thu từ hoạt động ban nơ (n) > Phải thu các khoản kỳ quỹ,Phải thu các khoản kỳ quỹ,16.537,8 015,16537.0,
Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,840 999,1 096 942,,
Cộng,Các khoản phải thu bên ngoài khác > Cộng,Cộng,10.473.606,10.522.416,10473606.0,10522416.0
