row_label_raw,row_label_full,Số cuối năm,Nguyên giá > Số cuối năm,Hao mòn lũy kế > Số cuối năm,Giá trị còn lại > Số cuối năm,numeric__Nguyên giá > Số cuối năm,numeric__Hao mòn lũy kế > Số cuối năm,numeric__Giá trị còn lại > Số cuối năm
Tầng 5 tòa HACC1,Tầng 5 tòa HACC1,Tầng 5 tòa HACC1,31.826.085.906,5.143.170.937,26.682.914.969,31826085906.0,5143170937.0,26682914969.0
Tầng 1 tòa nhà CT1 - Mễ Trì,Tầng 1 tòa nhà CT1 - Mễ Trì,Tầng 1 tòa nhà CT1 - Mễ Trì,12.878.700.000,2.979.550.494,9.899.149.506,12878700000.0,2979550494.0,9899149506.0
Cộng,Cộng,Cộng,44.704.785.906,8.122.721.431,36.582.064.475,44704785906.0,8122721431.0,36582064475.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,
Tầng 5 tòa HACC1,Số đầu năm > Tầng 5 tòa HACC1,Tầng 5 tòa HACC1,31.826.085.906,4.347.655.465,27.478.430.441,31826085906.0,4347655465.0,27478430441.0
Tầng 1 tòa nhà CT1 - Mễ Trì,Số đầu năm > Tầng 1 tòa nhà CT1 - Mễ Trì,Tầng 1 tòa nhà CT1 - Mễ Trì,12.878.700.000,2.701.592.946,10.177.107.054,12878700000.0,2701592946.0,10177107054.0
Cộng,Số đầu năm > Cộng,Cộng,44.704.785.906,7.049.248.411,37.655.537.495,44704785906.0,7049248411.0,37655537495.0
