row_label_raw,row_label_full,Tên Công ty,Số cuối năm > Số CP,Số cuối năm > Giá trị hợp lý (VND),Số đầu năm > Số CP,Số đầu năm > Giá trị hợp lý (VND),numeric__Số cuối năm > Số CP,numeric__Số cuối năm > Giá trị hợp lý (VND),numeric__Số đầu năm > Số CP,numeric__Số đầu năm > Giá trị hợp lý (VND)
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),80.857.223 CP,302.406.014.020,80.857.223 CP,255.508.824.680,,302406014020.0,,255508824680.0
Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),42.402.616 CP,1.060.065.400.000,42.402.616 CP,1.038.864.092.000,,1060065400000.0,,1038864092000.0
