row_label_raw,row_label_full,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (i),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (i),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (i),"1D Phạm Ngũ Lão, phường Thới Bình, quận Ninh Kiều, thành phố Cần Thơ",Kinh doanh các sản phẩm từ nông nghiệp,"41,07%","41,07%","41,07%",,,0.4107,0.4107,0.4107
Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,"Số 150 đường 14 tháng 9, phường 5, thành phố Vĩnh Long, tỉnh Vĩnh Long","Kinh doanh được phẩm, thiết bị y tế","58,05%","58,05%","58,05%",,,0.5805,0.5805,0.5805
Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,"Tầng 5 - Tòa Times Tower, số 35 đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Xuất nhập khẩu các mặt hàng nông sản,100%,100%,100%,,,1.0,1.0,1.0
Công ty Cổ phần Đầu tư Bất động sản F.I.T,Công ty Cổ phần Đầu tư Bất động sản F.I.T,Công ty Cổ phần Đầu tư Bất động sản F.I.T,"Tầng 5 - Tòa Times Tower, số 35 đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kinh doanh bất động sản,"99,90%","99,90%","99,90%",,,0.9990000000000001,0.9990000000000001,0.9990000000000001
