row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,56.106.551,44.660.130,56106551.0,44660130.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,956.901,1.492.052,956901.0,1492052.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,1.114.721,1.700.159,1114721.0,1700159.0
- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,54.034.929,41.467.919,54034929.0,41467919.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,9.210.680,5.748.655,9210680.0,5748655.0
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,45.185,29.832,45185.0,29832.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,9.992.466,7.677.713,9992466.0,7677713.0
Cam kết khác,Cam kết khác,Cam kết khác,1.257,1.906,1257.0,1906.0
,,,75.356.139,58.118.236,75356139.0,58118236.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(446.090),(344.200),-446090.0,-344200.0
Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,74.910.049,57.774.036,74910049.0,57774036.0
