row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Các thành viên của Ban lãnh đạo,Các thành viên của Ban lãnh đạo,Các thành viên của Ban lãnh đạo,Thu nhập lãi cho vay,2.669,3.046,,2669.0,3046.0
Các thành viên của Ban lãnh đạo,Các thành viên của Ban lãnh đạo,Các thành viên của Ban lãnh đạo,Chi phí trả lãi tiền gửi,(8.372),(5.512),,-8372.0,-5512.0
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Thu nhập từ hoạt động dịch vụ,58,44,,58.0,44.0
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Chi phí hoạt động khác,(779),(51),,-779.0,-51.0
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Thù lao sau thuế của thành viên Hội đồng Quản trị,(30.271),(33.529),,-30271.0,-33529.0
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Thù lao sau thuế của thành viên Ban Kiểm soát,(12.352),(14.328),,-12352.0,-14328.0
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Thu nhập sau thuế của thành viên Ban Tổng Giám đốc,(75.172),(94.135),,-75172.0,-94135.0
Các bên liên quan đến các thành viên của Ban lãnh đạo,Các bên liên quan đến các thành viên của Ban lãnh đạo,Các bên liên quan đến các thành viên của Ban lãnh đạo,Thu nhập lãi tiền gửi/cho vay,1.861,1.750,,1861.0,1750.0
Các bên liên quan đến các thành viên của Ban lãnh đạo,Các bên liên quan đến các thành viên của Ban lãnh đạo,Các bên liên quan đến các thành viên của Ban lãnh đạo,Chi phí trả lãi tiền vay/tiền gửi,(6.136),(5.991),,-6136.0,-5991.0
Các bên liên quan đến các thành viên của Ban lãnh đạo,Các bên liên quan đến các thành viên của Ban lãnh đạo,Các bên liên quan đến các thành viên của Ban lãnh đạo,Thu nhập từ hoạt động dịch vụ,190,269,,190.0,269.0
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Thu nhập khác,254,450,,254.0,450.0
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Chi phí khác,-,(2.520),,,-2520.0
