row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(3.040.399),(2.751.604),,-3040399.0,-2751604.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14.2,3.828.940,3.592.581,142.0,3828940.0,3592581.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,5.097.754,4.677.710,,5097754.0,4677710.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.268.814),(1.085.129),,-1268814.0,-1085129.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,37.355.604,42.652.956,,37355604.0,42652956.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,15.1,21.277.371,22.258.865,151.0,21277371.0,22258865.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",15.2,17.499.865,19.538.880,152.0,17499865.0,19538880.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,22.2,450.454,159.813,222.0,450454.0,159813.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15.3,1.211.021,1.561.309,153.0,1211021.0,1561309.0
Dự phòng rủi ro cho các tài sản Có nôi bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nôi bằng khác,Dự phòng rủi ro cho các tài sản Có nôi bằng khác,15.4,(3.083.107),(865.911),154.0,-3083107.0,-865911.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,492.516.029,453.581.057,,492516029.0,453581057.0
