row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Vốn đầu tưXDCB vàmua sắmTSCĐTriệu đồng,Thăng dưvốn cổ phầnTriệu đồng,Cổ phiếuquỹTriệu đồng,Vốn khácTriệu đồng,Các quỹdự trữTriệu đồng,Chênh lệchtỷ giáhối đoáiTriệu đồng,Lợi nhuậnchưaphân phốiTriệu đồng,Tổng cộngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Vốn đầu tưXDCB vàmua sắmTSCĐTriệu đồng,numeric__Thăng dưvốn cổ phầnTriệu đồng,numeric__Cổ phiếuquỹTriệu đồng,numeric__Vốn khácTriệu đồng,numeric__Các quỹdự trữTriệu đồng,numeric__Chênh lệchtỷ giáhối đoáiTriệu đồng,numeric__Lợi nhuậnchưaphân phốiTriệu đồng,numeric__Tổng cộngTriệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,18.852.157,1.121,63.612,(750.911),653,2.963.901,199.543,5.411.564,26.741.640,18852157.0,1121.0,63612.0,-750911.0,653.0,2963901.0,199543.0,5411564.0,26741640.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,-,-,-,-,-,2.681.981,2.681.981,,,,,,,,2681981.0,2681981.0
Trích lập các quỹ chonăm trước,Trích lập các quỹ chonăm trước,Trích lập các quỹ chonăm trước,-,-,-,-,-,372.607,-,(372.607),-,,,,,,372607.0,,-372607.0,
"Trích lập Quỹ khenthường, phúc lợi","Trích lập Quỹ khenthường, phúc lợi","Trích lập Quỹ khenthường, phúc lợi",-,-,-,-,-,-,-,(418.761),(418.761),,,,,,,,-418761.0,-418761.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,-,-,-,-,-,-,(50.060),-,(50.060),,,,,,,-50060.0,,-50060.0
Điều chỉnh khác,Điều chỉnh khác,Điều chỉnh khác,-,-,-,-,-,-,-,1.442,1.442,,,,,,,,1442.0,1442.0
Số cuối năm,Số cuối năm,Số cuối năm,18.852.157,1.121,63.612,(750.911),653,3.336.508,149.483,7.303.619,28.956.242,18852157.0,1121.0,63612.0,-750911.0,653.0,3336508.0,149483.0,7303619.0,28956242.0
