row_label_raw,row_label_full,col_0,Dư phòngcụ thểTriệu đồng,Dư phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dư phòngcụ thểTriệu đồng,numeric__Dư phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,-,3.316,3.316,,3316.0,3316.0
Số hoàn nhập trong năm,Số hoàn nhập trong năm,Số hoàn nhập trong năm,-,(916),(916),,-916.0,-916.0
Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,-,2.400,2.400,,2400.0,2400.0
