row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020Đồng,Ngày 31 tháng 12năm 2019Đồng,numeric__Ngày 31 tháng 12năm 2020Đồng,numeric__Ngày 31 tháng 12năm 2019Đồng
Vàng SJC,Vàng SJC,Vàng SJC,5.560.000,4.230.000,5560000.0,4230000.0
Vàng SBJ,Vàng SBJ,Vàng SBJ,5.510.000,4.005.000,5510000.0,4005000.0
USD,USD,USD,23.088,23.170,23088.0,23170.0
EUR,EUR,EUR,28.386,25.993,28386.0,25993.0
GBP,GBP,GBP,31.447,30.227,31447.0,30227.0
CHF,CHF,CHF,26.139,23.957,26139.0,23957.0
JPY,JPY,JPY,"224,00","212,82",224.0,212.82
SGD,SGD,SGD,17.438,17.219,17438.0,17219.0
CAD,CAD,CAD,18.083,17.747,18083.0,17747.0
AUD,AUD,AUD,17.688,16.246,17688.0,16246.0
LAK,LAK,LAK,"2,34","2,54",2.34,2.54
THB,THB,THB,775,796,775.0,796.0
NZD,NZD,NZD,16.618,15.608,16618.0,15608.0
