row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,33.587.667,30.476.971,25.0,33587667.0,30476971.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,26,(22.061.113),(21.296.283),26.0,-22061113.0,-21296283.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,11.526.554,9.180.688,,11526554.0,9180688.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,5.476.812,4.803.443,,5476812.0,4803443.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(1.732.797),(1.480.453),,-1732797.0,-1480453.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,27,3.744.015,3.322.990,27.0,3744015.0,3322990.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,28,809.739,608.748,28.0,809739.0,608748.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,29,94.043,72.764,29.0,94043.0,72764.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,1.181.223,1.485.474,,1181223.0,1485474.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(57.491),(64.287),,-57491.0,-64287.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,30,1.123.732,1.421.187,30.0,1123732.0,1421187.0
"(Chi phí)/thu nhập từ góp vốn, mua cổ phần","(Chi phí)/thu nhập từ góp vốn, mua cổ phần","(Chi phí)/thu nhập từ góp vốn, mua cổ phần",31,(27.214),28.961,31.0,-27214.0,28961.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,17.270.869,14.635.338,,17270869.0,14635338.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,(5.767.650),(5.465.357),,-5767650.0,-5465357.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,,(582.947),(544.864),,-582947.0,-544864.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(4.544.018),(3.255.482),,-4544018.0,-3255482.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,32,(10.894.615),(9.265.703),32.0,-10894615.0,-9265703.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,6.376.254,5.369.635,,6376254.0,5369635.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,11,(3.036.974),(2.152.889),11.0,-3036974.0,-2152889.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,3.339.280,3.216.746,,3339280.0,3216746.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,22.1,(938.560),(791.542),221.0,-938560.0,-791542.0
Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,22.2,281.261,29.660,222.0,281261.0,29660.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(657.299),(761.882),,-657299.0,-761882.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,2.681.981,2.454.864,,2681981.0,2454864.0
Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),24,1.248,1.129,24.0,1248.0,1129.0
