row_label_raw,row_label_full,col_0,Số cuối năm%/năm,Số đầu năm%/năm,numeric__Số cuối năm%/năm,numeric__Số đầu năm%/năm
Bằng VND,Bằng VND,Bằng VND,"0,17 - 3,00","2,40 - 4,00",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"2,00 - 6,50","3,20 - 6,50",,
