row_label_raw,row_label_full,col_0,Miền BắcTriệu đồng,Miền TrungTriệu đồng,Miền NamTriệu đồng,LàoTriệu đồng,CampuchiaTriệu đồng,Tổng bộ phânđã bảo cáoTriệu đồng,Loại trừTriệu đồng,Tổng cộngTriệu đồng,numeric__Miền BắcTriệu đồng,numeric__Miền TrungTriệu đồng,numeric__Miền NamTriệu đồng,numeric__LàoTriệu đồng,numeric__CampuchiaTriệu đồng,numeric__Tổng bộ phânđã bảo cáoTriệu đồng,numeric__Loại trừTriệu đồng,numeric__Tổng cộngTriệu đồng
Thu nhập lãi và các khoản thu nhậptrương tự,Thu nhập lãi và các khoản thu nhậptrương tự,Thu nhập lãi và các khoản thu nhậptrương tự,6.873.181(4.938.801),6.348.500(3.921.562),32.075.520(25.202.785),264.965(135.954),317.917(154.427),45.880.083(34.353.529),(12.292.416)12.292.416,33.587.667(22.061.113),,,,,,,,
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,6.873.181(4.938.801),6.348.500(3.921.562),32.075.520(25.202.785),264.965(135.954),317.917(154.427),45.880.083(34.353.529),(12.292.416)12.292.416,33.587.667(22.061.113),,,,,,,,
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,1.934.380,2.426.938,6.872.735,129.011,163.490,11.526.554,-,11.526.554,1934380.0,2426938.0,6872735.0,129011.0,163490.0,11526554.0,,11526554.0
Các khoản thu nhập ngoài lãi,Chi phí lãi và các chi phí tương tự > Các khoản thu nhập ngoài lãi,Các khoản thu nhập ngoài lãi,293.869,231.955,5.112.113,22.307,84.071,5.744.315,-,5.744.315,293869.0,231955.0,5112113.0,22307.0,84071.0,5744315.0,,5744315.0
TỔNG THU NHẬP HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,2.228.249,2.658.893,11.984.848,151.318,247.561,17.270.869,-,17.270.869,2228249.0,2658893.0,11984848.0,151318.0,247561.0,17270869.0,,17270869.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(933.964),(788.053),(8.894.417),(125.629),(152.552),(10.894.615),-,(10.894.615),-933964.0,-788053.0,-8894417.0,-125629.0,-152552.0,-10894615.0,,-10894615.0
Lợi nhuận thuần từ hoạt động kinh doanhtrước chi phí dự phòng rủi ro tin dụng,Chi phí lãi và các chi phí tương tự > Lợi nhuận thuần từ hoạt động kinh doanhtrước chi phí dự phòng rủi ro tin dụng,Lợi nhuận thuần từ hoạt động kinh doanhtrước chi phí dự phòng rủi ro tin dụng,1.294.285,1.870.840,3.090.431(2.919.318),25.689(7.662),95.009(109.994),6.376.254(3.036.974),-,6.376.254(3.036.974),1294285.0,1870840.0,,,,,,
Chi phí dự phòng rủi ro tin dụng,Chi phí dự phòng rủi ro tin dụng,Chi phí dự phòng rủi ro tin dụng,-,-,3.090.431(2.919.318),25.689(7.662),95.009(109.994),6.376.254(3.036.974),-,6.376.254(3.036.974),,,,,,,,
TỔNG LỢI NHUẢN TRƯỚC THUẾ,Chi phí dự phòng rủi ro tin dụng > TỔNG LỢI NHUẢN TRƯỚC THUẾ,TỔNG LỢI NHUẢN TRƯỚC THUẾ,1.294.285,1.870.840,171.113(649.303),18.027(3.981),(14.985)(4.015),3.339.280(657.299),-,3.339.280(657.299),1294285.0,1870840.0,,,,,,
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,-,-,171.113(649.303),18.027(3.981),(14.985)(4.015),3.339.280(657.299),-,3.339.280(657.299),,,,,,,,
LỢI NHUẬN SAU THUẾ,Tổng chi phí thuế thu nhập doanh nghiệp > LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,1.294.285,1.870.840,(478.190),14.046,(19.000),2.681.981,-,2.681.981,1294285.0,1870840.0,-478190.0,14046.0,-19000.0,2681981.0,,2681981.0
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,,,,,
"Tiền mặt, vàng bạc và đá quỷ","TÀI SẢN > Tiền mặt, vàng bạc và đá quỷ","Tiền mặt, vàng bạc và đá quỷ",1.234.041,927.428,5.225.198,64.293,227.593,7.678.553,-,7.678.553,1234041.0,927428.0,5225198.0,64293.0,227593.0,7678553.0,,7678553.0
Tiền gửi tại NHNN,TÀI SẢN > Tiền gửi tại NHNN,Tiền gửi tại NHNN,316.837,432.639,7.811.465,339.928,1.151.721,10.052.590,-,10.052.590,316837.0,432639.0,7811465.0,339928.0,1151721.0,10052590.0,,10052590.0
Tiền gửi tại và cho vay các TCTD khác,TÀI SẢN > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,91.936,1.124,17.280.806,568.043,455.461,18.397.370,-,18.397.370,91936.0,1124.0,17280806.0,568043.0,455461.0,18397370.0,,18397370.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,42.083.970,61.855.654,225.414.948,2.363.359,3.136.645,334.854.576,-,334.854.576,42083970.0,61855654.0,225414948.0,2363359.0,3136645.0,334854576.0,,334854576.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,-,-,301.515,-,-,301.515,-,301.515,,,301515.0,,,301515.0,,301515.0
Đầu tư,TÀI SẢN > Đầu tư,Đầu tư,-,-,75.280.142,-,578,75.280.720,-,75.280.720,,,75280142.0,,578.0,75280720.0,,75280720.0
Tài sản khác,TÀI SẢN > Tài sản khác,Tài sản khác,2.433.491,1.071.530,42.579.772,268.122,159.708,46.512.623,(561.918),45.950.705,2433491.0,1071530.0,42579772.0,268122.0,159708.0,46512623.0,-561918.0,45950705.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,46.160.275,64.288.375,373.893.846,3.603.745,5.131.706,493.077.947,(561.918),492.516.029,46160275.0,64288375.0,373893846.0,3603745.0,5131706.0,493077947.0,-561918.0,492516029.0
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,,,,,
Các khoản nợ NHNN Việt Nam,NỘ PHẢI TRẢ > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,143.528,-,-,143.528,-,143.528,,,143528.0,,,143528.0,,143528.0
Tiền gửi và vay các TCTD khác,NỘ PHẢI TRẢ > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,747.533,10.339,7.033.282,88.710,142,7.880.006,-,7.880.006,747533.0,10339.0,7033282.0,88710.0,142.0,7880006.0,,7880006.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,80.678.685,50.540.214,289.735.050,2.780.725,4.237.176,427.971.850,-,427.971.850,80678685.0,50540214.0,289735050.0,2780725.0,4237176.0,427971850.0,,427971850.0
Nợ phải trả khác,NỘ PHẢI TRẢ > Nợ phải trả khác,Nợ phải trả khác,5.843.816,3.086.772,18.802.633,298.359,94.741,28.126.321,(561.918),27.564.403,5843816.0,3086772.0,18802633.0,298359.0,94741.0,28126321.0,-561918.0,27564403.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,87.270.034,53.637.325,315.714.493,3.167.794,4.332.059,464.121.705,(561.918),463.559.787,87270034.0,53637325.0,315714493.0,3167794.0,4332059.0,464121705.0,-561918.0,463559787.0
