row_label_raw,row_label_full,col_0,Dư phòngcu thểTriệu đồng,Dư phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dư phòngcu thểTriệu đồng,numeric__Dư phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Ngày 1 tháng 1 năm 2019,Ngày 1 tháng 1 năm 2019,Ngày 1 tháng 1 năm 2019,-,4.254,4.254,,4254.0,4254.0
Số hoàn nhập trong năm,Số hoàn nhập trong năm,Số hoàn nhập trong năm,-,(938),(938),,-938.0,-938.0
Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,-,3.316,3.316,,3316.0,3316.0
