row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc và đá quý","Tài sản > Tiền mặt, vàng bạc và đá quý","Tiền mặt, vàng bạc và đá quý",-,-,7.678.553,-,-,-,-,7.678.553,,,7678553.0,,,,,7678553.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,10.052.590,-,-,-,-,10.052.590,,,10052590.0,,,,,10052590.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,17.659.156,381.054,357.160,-,-,18.397.370,,,17659156.0,381054.0,357160.0,,,18397370.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,-,19.677,-,-,-,-,19.677,,,19677.0,,,,,19677.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,5.780.260,787.362,16.987.985,47.861.139,124.012.709,61.369.084,83.469.588,340.268.127,5780260.0,787362.0,16987985.0,47861139.0,124012709.0,61369084.0,83469588.0,340268127.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,-,-,303.915,-,303.915,,,,,,303915.0,,303915.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,49.036.219,190.962,2.000.000,5.133.842,23.188.788,79.549.811,,,49036219.0,190962.0,2000000.0,5133842.0,23188788.0,79549811.0
"Gộp vốn, đầu tư dài hạn - gộp","Tài sản > Gộp vốn, đầu tư dài hạn - gộp","Gộp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,257.764,257.764,,,,,,,257764.0,257764.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,45,855,15.656,885.519,7.673.349,8.575.424,,,45.0,855.0,15656.0,885519.0,7673349.0,8575424.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,2.076.581,9.302,11.679.767,1.569.151,3.195.209,8.951.218,12.957.483,40.438.711,2076581.0,9302.0,11679767.0,1569151.0,3195209.0,8951218.0,12957483.0,40438711.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,7.856.841,796.664,113.113.992,50.003.161,129.580.734,76.643.578,127.546.972,505.541.942,7856841.0,796664.0,113113992.0,50003161.0,129580734.0,76643578.0,127546972.0,505541942.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
