row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,3.339.280,3.216.746,3339280.0,3216746.0
Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhấtbáo cáo tài chính,4.065,(103.002),4065.0,-103002.0
Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chính,Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chính,Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chính,3.343.345,3.113.744,3343345.0,3113744.0
Thuế TNDN theo thuế suất 20% áp dụng cho Ngânhàng và các công ty con,Thuế TNDN theo thuế suất 20% áp dụng cho Ngânhàng và các công ty con,Thuế TNDN theo thuế suất 20% áp dụng cho Ngânhàng và các công ty con,668.669,622.749,668669.0,622749.0
Các khoản điều chỉnh tăng:- Dự phòng tài sản Có khác và các khoản đầu tudài hạn,Các khoản điều chỉnh tăng:- Dự phòng tài sản Có khác và các khoản đầu tudài hạn,Các khoản điều chỉnh tăng:- Dự phòng tài sản Có khác và các khoản đầu tudài hạn,301.975,95.803,301975.0,95803.0
- Các khoản chi phí không được khấu trừ,- Các khoản chi phí không được khấu trừ,- Các khoản chi phí không được khấu trừ,14.822,30.675,14822.0,30675.0
- Chênh lệch thuế giữa Ngân hàng vàcác công ty con,- Chênh lệch thuế giữa Ngân hàng vàcác công ty con,- Chênh lệch thuế giữa Ngân hàng vàcác công ty con,-,1.516,,1516.0
- Lỗ của các công ty con không chịu thuế,- Lỗ của các công ty con không chịu thuế,- Lỗ của các công ty con không chịu thuế,-,10.302,,10302.0
Các khoản điều chỉnh giảm:- Thu nhập cố tức không chịu thuế,Các khoản điều chỉnh giảm:- Thu nhập cố tức không chịu thuế,Các khoản điều chỉnh giảm:- Thu nhập cố tức không chịu thuế,(1.210),(1.146),-1210.0,-1146.0
- Lãi đánh giá chênh lệch tỷ giá,- Lãi đánh giá chênh lệch tỷ giá,- Lãi đánh giá chênh lệch tỷ giá,(10.975),(5.092),-10975.0,-5092.0
- Hoàn nhập dự phòng tài sản Có khác và cáckhoản đầu tư dài hạn,- Hoàn nhập dự phòng tài sản Có khác và cáckhoản đầu tư dài hạn,- Hoàn nhập dự phòng tài sản Có khác và cáckhoản đầu tư dài hạn,(25.991),(1.570),-25991.0,-1570.0
- Thu nhập từ chuyển nhượng quyền sử dụng đất,- Thu nhập từ chuyển nhượng quyền sử dụng đất,- Thu nhập từ chuyển nhượng quyền sử dụng đất,(25.790),(30.768),-25790.0,-30768.0
- Giảm khác,- Giảm khác,- Giảm khác,(1.544),(1.054),-1544.0,-1054.0
Chi phí thuế TNDN ước tính trong kỳ,Chi phí thuế TNDN ước tính trong kỳ,Chi phí thuế TNDN ước tính trong kỳ,919.956,721.415,919956.0,721415.0
Thuế chuyển nhượng quyền sử dụng đất,Thuế chuyển nhượng quyền sử dụng đất,Thuế chuyển nhượng quyền sử dụng đất,25.848,32.521,25848.0,32521.0
Thuế TNDN được giảm (*),Thuế TNDN được giảm (*),Thuế TNDN được giảm (*),(7.244),-,-7244.0,
Nộp bổ sung thuế các năm trước,Nộp bổ sung thuế các năm trước,Nộp bổ sung thuế các năm trước,-,37.606,,37606.0
Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,938.560,791.542,938560.0,791542.0
