row_label_raw,row_label_full,col_0,Dự phòngcụ thểTriệu đồng,Dự phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòngcụ thểTriệu đồng,numeric__Dự phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,1.809.817,2.161.242,3.971.059,1809817.0,2161242.0,3971059.0
Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,1.477.140,254.313,1.731.453,1477140.0,254313.0,1731453.0
Số dự phòng đã sử dụng để xử lý rủi rotrong năm,Số dự phòng đã sử dụng để xử lý rủi rotrong năm,Số dự phòng đã sử dụng để xử lý rủi rotrong năm,(284.934),-,(284.934),-284934.0,,-284934.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(3.007),(1.020),(4.027),-3007.0,-1020.0,-4027.0
Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,2.999.016,2.414.535,5.413.551,2999016.0,2414535.0,5413551.0
