row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Từ ngày 09/10/2018 đến ngày 31/12/2018 > VND,Từ ngày 01/01/2018 đến ngày 08/10/2018 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Từ ngày 09/10/2018 đến ngày 31/12/2018 > VND,numeric__Từ ngày 01/01/2018 đến ngày 08/10/2018 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25,1.490.985.518.180,9.871.966.176.590,,25.0,1490985518180.0,9871966176590.0
02,02,02,2. Các khoản giảm trừ doanh thu,26,439.055.956,6.250.717.100,,26.0,439055956.0,6250717100.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.490.546.462.224,9.865.715.459.490,,,1490546462224.0,9865715459490.0
11,11,11,4. Giá vốn hàng bán,27,1.445.746.894.194,9.023.142.048.080,,27.0,1445746894194.0,9023142048080.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,44.799.568.030,842.573.411.410,,,44799568030.0,842573411410.0
21,21,21,6. Doanh thu hoạt động tài chính,28,7.189.204.322,84.293.363.496,,28.0,7189204322.0,84293363496.0
22,22,22,7. Chi phí tài chính,29,461.906.525.089,132.293.514.127,,29.0,461906525089.0,132293514127.0
23,23,23,Trong đó: Chi phí lãi vay,,26.022.201.325,90.997.290.174,,,26022201325.0,90997290174.0
24,24,24,8. Chi phí bán hàng,30,59.215.280.939,564.431.224.287,,30.0,59215280939.0,564431224287.0
25,25,25,9. Chi phí quản lý doanh nghiệp,31,1.366.026.352.385,152.070.907.558,,31.0,1366026352385.0,152070907558.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,(1.835.159.386.061),78.071.128.934,,,-1835159386061.0,78071128934.0
31,31,31,11. Thu nhập khác,32,3.004.174.727,10.508.116.820,,32.0,3004174727.0,10508116820.0
32,32,32,12. Chi phí khác,33,4.108.228.396,24.388.660.995,,33.0,4108228396.0,24388660995.0
40,40,40,13. Lợi nhuận khác,,(1.104.053.669),(13.880.544.175),,,-1104053669.0,-13880544175.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,(1.836.263.439.730),64.190.584.759,,,-1836263439730.0,64190584759.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,34,,82.890.819,,34.0,,82890819.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,(1.791.728.907),,,,-1791728907.0,
60,60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,(1.834.471.710.823),64.107.693.940,,,-1834471710823.0,64107693940.0
