row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2018 > VND,09/10/2018 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__09/10/2018 > VND
300,300,300,C. NỘ PHẢI TRẢ,,3.497.260.786.514,3.727.004.202.592,,,3497260786514.0,3727004202592.0
310,310,310,I. Nợ ngắn hạn,,2.871.564.341.357,3.094.713.403.000,,,2871564341357.0,3094713403000.0
311,311,311,1. Phải trả người bán ngắn hạn,16,312.076.302.332,190.348.727.947,,16.0,312076302332.0,190348727947.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,47.604.175.241,78.787.227.136,,17.0,47604175241.0,78787227136.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,2.911.348.923,7.421.802.438,,18.0,2911348923.0,7421802438.0
314,314,314,4. Phải trả người lao động,,11.199.082.790,10.851.947.961,,,11199082790.0,10851947961.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,19,13.960.096.111,17.461.237.149,,19.0,13960096111.0,17461237149.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,20,12.081.158.350,12.257.882.421,,20.0,12081158350.0,12257882421.0
319,319,319,7. Phải trả ngắn hạn khác,21,108.533.458.729,110.985.129.272,,21.0,108533458729.0,110985129272.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,22,2.363.011.533.112,2.666.408.519.807,,22.0,2363011533112.0,2666408519807.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,187.185.769,190.928.869,,,187185769.0,190928869.0
330,330,330,II. Nợ dài hạn,,625.696.445.157,632.290.799.592,,,625696445157.0,632290799592.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,20,1.500.000.000,-,,20.0,1500000000.0,
337,337,337,2. Phải trả dài hạn khác,21,596.584.581.816,602.102.384.001,,21.0,596584581816.0,602102384001.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,22,27.611.863.341,30.188.415.591,,22.0,27611863341.0,30188415591.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.414.073.316.958,5.236.240.101.749,,,3414073316958.0,5236240101749.0
410,410,410,I. Vốn chủ sở hữu,23,3.414.073.316.958,5.236.240.101.749,,23.0,3414073316958.0,5236240101749.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
411a,411a,411a,- Cổ phiếu phố thông có quyền biểu quyết,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
417,417,417,2. Chênh lệch tỷ giá hối doái,,-,(12.304.926.032),,,,-12304926032.0
420,420,420,3. Quỹ khác thuộc vốn chủ sở hữu,,248.545.027.781,248.545.027.781,,,248545027781.0,248545027781.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,(1.834.471.710.823),-,,,-1834471710823.0,
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,(1.834.471.710.823),-,,,-1834471710823.0,
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.911.334.103.472,8.963.244.304.341,,,6911334103472.0,8963244304341.0
