row_label_raw,row_label_full,col_0,31/12/2018,09/10/2018,numeric__31/12/2018,numeric__09/10/2018
,,,VND,VND,,
Công ty CP Tập Đoàn INTIMEX,Công ty CP Tập Đoàn INTIMEX,Công ty CP Tập Đoàn INTIMEX,-,15.200.000.000,,15200000000.0
Công ty CP Lương thực Hậu Giang,Công ty CP Lương thực Hậu Giang,Công ty CP Lương thực Hậu Giang,9.500.000.000,9.500.000.000,9500000000.0,9500000000.0
Công ty CP Xuất nhập khẩu Kiên Giang,Công ty CP Xuất nhập khẩu Kiên Giang,Công ty CP Xuất nhập khẩu Kiên Giang,-,7.624.000.000,,7624000000.0
Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,3.803.625.000,3.803.625.000,3803625000.0,3803625000.0
FNJ Investment Limited,FNJ Investment Limited,FNJ Investment Limited,16.393.584.322,6.768.726.927,16393584322.0,6768726927.0
Công ty CP Tập đoàn Tân Long,Công ty CP Tập đoàn Tân Long,Công ty CP Tập đoàn Tân Long,2.895.000.000,3.860.000.000,2895000000.0,3860000000.0
Công ty CP Hoàng Minh Nhật,Công ty CP Hoàng Minh Nhật,Công ty CP Hoàng Minh Nhật,-,5.022.662.500,,5022662500.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,15.011.965.919,27.008.212.709,15011965919.0,27008212709.0
,,,47.604.175.241,78.787.227.136,47604175241.0,78787227136.0
b) Người mua trả tiền trước là các bên liên quan,b) Người mua trả tiền trước là các bên liên quan,b) Người mua trả tiền trước là các bên liên quan,9.508.807.304,17.124.000.000,9508807304.0,17124000000.0
