row_label_raw,row_label_full,col_0,Mã số,Phân loại và trìnhbảy lạiVND,Đã trình bày trênbáo cáo năm trướcVND,numeric__Mã số,numeric__Phân loại và trìnhbảy lạiVND,numeric__Đã trình bày trênbáo cáo năm trướcVND
Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,,,
Vốn đầu tư của chủ sở hữu,Băng cân đối kế toán > Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,411,5.000.000.000.000,5.275.338.915.672,411.0,5000000000000.0,5275338915672.0
Quỹ khác thuộc vốn chủ sở hữu,Băng cân đối kế toán > Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,420,248.545.027.781,-,420.0,248545027781.0,
Lợi nhuận sau thuế chưa phân phối,Băng cân đối kế toán > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,-,(26.793.887.891),421.0,,-26793887891.0
- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,Băng cân đối kế toán > - Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,421a,-,847.019.597.015,,,847019597015.0
- Lợi nhuận sau thuế chưa phân phối năm nay,Băng cân đối kế toán > - Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,-,(873.813.484.906),,,-873813484906.0
