row_label_raw,row_label_full,col_0,31/12/2018,09/10/2018,numeric__31/12/2018,numeric__09/10/2018
,,,VND,VND,,
Tại Công ty Bột mì Bình Đông,Tại Công ty Bột mì Bình Đông,Tại Công ty Bột mì Bình Đông,54.664.652.581,54.664.652.581,54664652581.0,54664652581.0
"Dự án di đời cây xăng, xây nhà cao tầng","Dự án di đời cây xăng, xây nhà cao tầng","Dự án di đời cây xăng, xây nhà cao tầng",88.189.102,88.189.102,88189102.0,88189102.0
Tiền tư vấn lập hồ sơ di đời nhà máy,Tiền tư vấn lập hồ sơ di đời nhà máy,Tiền tư vấn lập hồ sơ di đời nhà máy,5.000.000,5.000.000,5000000.0,5000000.0
Tiền thuê lại đất tại Khu Công nghiệp Tân Kim (dự án di đời nhà máy)\( ^{(2)} \),Tiền thuê lại đất tại Khu Công nghiệp Tân Kim (dự án di đời nhà máy)\( ^{(2)} \),Tiền thuê lại đất tại Khu Công nghiệp Tân Kim (dự án di đời nhà máy)\( ^{(2)} \),54.571.463.479,54.571.463.479,54571463479.0,54571463479.0
Tại Công ty Lương thực Long An,Tại Công ty Lương thực Long An,Tại Công ty Lương thực Long An,5.462.824.256,5.468.254.801,5462824256.0,5468254801.0
Kho trung tâm Khánh Hưng,Kho trung tâm Khánh Hưng,Kho trung tâm Khánh Hưng,5.457.758.801,5.457.758.801,5457758801.0,5457758801.0
Công trình điện chiếu sáng kho 11 - Xí nghiệp 1,Công trình điện chiếu sáng kho 11 - Xí nghiệp 1,Công trình điện chiếu sáng kho 11 - Xí nghiệp 1,5.065.455,10.496.000,5065455.0,10496000.0
Tại Công ty Lương thực Tiền Giang,Tại Công ty Lương thực Tiền Giang,Tại Công ty Lương thực Tiền Giang,69.546.000,69.546.000,69546000.0,69546000.0
Văn phòng Công ty,Văn phòng Công ty,Văn phòng Công ty,69.546.000,69.546.000,69546000.0,69546000.0
Tại Công ty Lương thực Sóc Trăng,Tại Công ty Lương thực Sóc Trăng,Tại Công ty Lương thực Sóc Trăng,106.413.637,106.413.637,106413637.0,106413637.0
Dự án đầu tư Hệ thống sấy lúa tại Kho lương thực Ngã Năm,Dự án đầu tư Hệ thống sấy lúa tại Kho lương thực Ngã Năm,Dự án đầu tư Hệ thống sấy lúa tại Kho lương thực Ngã Năm,106.413.637,106.413.637,106413637.0,106413637.0
Tại Công ty Lương thực Vĩnh Long,Tại Công ty Lương thực Vĩnh Long,Tại Công ty Lương thực Vĩnh Long,1.851.427.503,1.544.333.879,1851427503.0,1544333879.0
Dự án xây Kho lương thực Tam Bình,Dự án xây Kho lương thực Tam Bình,Dự án xây Kho lương thực Tam Bình,1.851.427.503,1.544.333.879,1851427503.0,1544333879.0
Tại Công ty Nông sản thực phẩm Tiền Giang,Tại Công ty Nông sản thực phẩm Tiền Giang,Tại Công ty Nông sản thực phẩm Tiền Giang,1.991.303.234,1.991.303.234,1991303234.0,1991303234.0
"Chênh lệch tỷ giá của dự án ""Hệ thống thiết bị lạnh"" \( ^{(3)} \)","Chênh lệch tỷ giá của dự án ""Hệ thống thiết bị lạnh"" \( ^{(3)} \)","Chênh lệch tỷ giá của dự án ""Hệ thống thiết bị lạnh"" \( ^{(3)} \)",1.991.303.234,1.991.303.234,1991303234.0,1991303234.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,,,,
Tại Công ty Lương thực Tiền Giang,Mua sắm tài sản cố định > Tại Công ty Lương thực Tiền Giang,Tại Công ty Lương thực Tiền Giang,2.838.520.681,3.161.247.954,2838520681.0,3161247954.0
Văn phòng Công ty,Mua sắm tài sản cố định > Văn phòng Công ty,Văn phòng Công ty,2.682.363.431,2.642.363.431,2682363431.0,2642363431.0
Xí nghiệp nước giải khát Suối Xanh,Mua sắm tài sản cố định > Xí nghiệp nước giải khát Suối Xanh,Xí nghiệp nước giải khát Suối Xanh,156.157.250,156.157.250,156157250.0,156157250.0
Xí nghiệp Bánh tráng xuất khẩu,Mua sắm tài sản cố định > Xí nghiệp Bánh tráng xuất khẩu,Xí nghiệp Bánh tráng xuất khẩu,-,362.727.273,,362727273.0
,,,71.004.179.534,71.025.243.728,71004179534.0,71025243728.0
