row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2018,09/10/2018,numeric__Mối quan hệ,numeric__31/12/2018,numeric__09/10/2018
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),,,
- Công ty CP Tô Châu,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Tô Châu,- Công ty CP Tô Châu,Công ty con,34.465.229.715,34.465.229.715,,34465229715.0,34465229715.0
- Công ty CP Lương thực Bình Định,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,Công ty con,244.909.500,351.343.850,,244909500.0,351343850.0
- Công ty CP Lương thực Hậu Giang,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Lương thực Hậu Giang,- Công ty CP Lương thực Hậu Giang,Công ty con,17.298.568.750,17.298.568.750,,17298568750.0,17298568750.0
- Công ty CP Lương thực TP Hồ Chí Minh,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,Công ty con,24.385.643.347,25.361.723.614,,24385643347.0,25361723614.0
- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Công ty con,38.630.790,-,,38630790.0,
Trả trước cho người bán ngắn hạn,Phải thu ngắn hạn của khách hàng (tiếp theo) > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,73.251.924.739,74.057.753.400,,73251924739.0,74057753400.0
- Công ty CP Lương thực Hậu Giang,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Lương thực Hậu Giang,- Công ty CP Lương thực Hậu Giang,Công ty con,73.226.957.750,73.226.957.750,,73226957750.0,73226957750.0
- Công ty CP Lương thực TP Hồ Chí Minh,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,Công ty con,4.170.683,830.795.650,,4170683.0,830795650.0
- Công ty CP Lương thực Bình Định,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,Công ty con,12.461.048,-,,12461048.0,
- Công ty CP XNK NSTP An Giang,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP XNK NSTP An Giang,- Công ty CP XNK NSTP An Giang,Công ty liên kết,8.335.258,-,,8335258.0,
Phải thu ngắn hạn khác,Phải thu ngắn hạn của khách hàng (tiếp theo) > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,163.626.965.781,164.102.531.416,,163626965781.0,164102531416.0
- Công ty CP Tô Châu,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Tô Châu,- Công ty CP Tô Châu,Công ty con,84.317.196.900,84.792.762.535,,84317196900.0,84792762535.0
- Công ty CP Lương thực Hậu Giang,Phải thu ngắn hạn của khách hàng (tiếp theo) > - Công ty CP Lương thực Hậu Giang,- Công ty CP Lương thực Hậu Giang,Công ty con,28.000.000.000,28.000.000.000,,28000000000.0,28000000000.0
