row_label_raw,row_label_full,col_0,Từ ngày 09/10/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 08/10/2018,numeric__Từ ngày 09/10/2018đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018đến ngày 08/10/2018
,,,VND,VND,,
"Giá trị còn lại và chi phí từ nhượng bán, thanh lý tài sản cố định","Giá trị còn lại và chi phí từ nhượng bán, thanh lý tài sản cố định","Giá trị còn lại và chi phí từ nhượng bán, thanh lý tài sản cố định",-,482.448.904,,482448904.0
Chi thù lao cho người đại diện vốn,Chi thù lao cho người đại diện vốn,Chi thù lao cho người đại diện vốn,-,406.100.000,,406100000.0
Các khoản bị phạt,Các khoản bị phạt,Các khoản bị phạt,4.196.070,1.446.670.772,4196070.0,1446670772.0
Ảnh hưởng do xác định lại GTDN trong giai đoạn CPH được xử lý trong kỳ,Ảnh hưởng do xác định lại GTDN trong giai đoạn CPH được xử lý trong kỳ,Ảnh hưởng do xác định lại GTDN trong giai đoạn CPH được xử lý trong kỳ,-,5.125.387.073,,5125387073.0
Chi phí án phí và bồi thường,Chi phí án phí và bồi thường,Chi phí án phí và bồi thường,-,2.176.571.238,,2176571238.0
Chi phí đầu tư xây dựng cơ bản không tiếp tục thực hiện,Chi phí đầu tư xây dựng cơ bản không tiếp tục thực hiện,Chi phí đầu tư xây dựng cơ bản không tiếp tục thực hiện,-,775.701.440,,775701440.0
Chi phí khấu hao tài sản ngưng hoạt động,Chi phí khấu hao tài sản ngưng hoạt động,Chi phí khấu hao tài sản ngưng hoạt động,3.340.585.554,12.220.883.551,3340585554.0,12220883551.0
Chi phí khác,Chi phí khác,Chi phí khác,763.446.772,1.754.898.017,763446772.0,1754898017.0
,,,4.108.228.396,24.388.660.995,4108228396.0,24388660995.0
