row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,09/10/2018 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__09/10/2018 > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,4.108.898.738.066,4.590.591.644.253,,,4108898738066.0,4590591644253.0
210,210,210,I. Các khoản phải thu dài hạn,,603.382.572.539,607.352.796.724,,,603382572539.0,607352796724.0
211,211,211,1. Phải thu dài hạn của khách hàng,5,595.149.412.491,599.119.636.676,,5.0,595149412491.0,599119636676.0
216,216,216,2. Phải thu dài hạn khác,7,8.233.160.048,8.233.160.048,,7.0,8233160048.0,8233160048.0
220,220,220,II. Tài sản cố định,,2.401.841.400.896,2.450.940.571.347,,,2401841400896.0,2450940571347.0
221,221,221,1. Tài sản cố định hữu hình,12,2.237.652.768.041,2.286.232.886.616,,12.0,2237652768041.0,2286232886616.0
222,222,222,- Nguyên giá,,4.350.385.060.903,4.348.289.905.942,,,4350385060903.0,4348289905942.0
223,223,223,- Giá trị hao mòn luỹ kế,,(2.112.732.292.862),(2.062.057.019.326),,,-2112732292862.0,-2062057019326.0
227,227,227,2. Tài sản cố định vô hình,13,164.188.632.855,164.707.684.731,,13.0,164188632855.0,164707684731.0
228,228,228,- Nguyên giá,,188.749.272.344,188.749.272.344,,,188749272344.0,188749272344.0
229,229,229,- Giá trị hao mòn luỹ kế,,(24.560.639.489),(24.041.587.613),,,-24560639489.0,-24041587613.0
230,230,230,III. Bất động sản đầu tư,14,23.122.235.708,23.307.840.689,,14.0,23122235708.0,23307840689.0
231,231,231,- Nguyên giá,,31.302.629.053,31.302.629.053,,,31302629053.0,31302629053.0
232,232,232,- Giá trị hao mòn luỹ kế,,(8.180.393.345),(7.994.788.364),,,-8180393345.0,-7994788364.0
240,240,240,IV. Tài sản dỡ dang dài hạn,15,71.004.179.534,71.025.243.728,,15.0,71004179534.0,71025243728.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,71.004.179.534,71.025.243.728,,,71004179534.0,71025243728.0
250,250,250,V. Đầu tư tài chính dài hạn,4,855.560.531.985,1.281.070.512.331,,4.0,855560531985.0,1281070512331.0
251,251,251,1. Đầu tư vào công ty con,,948.495.140.276,948.495.140.276,,,948495140276.0,948495140276.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,245.212.402.557,245.212.402.557,,,245212402557.0,245212402557.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,87.362.969.498,87.362.969.498,,,87362969498.0,87362969498.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(425.509.980.346),-,,,-425509980346.0,
260,260,260,VI. Tài sản dài hạn khác,,153.987.817.404,156.894.679.434,,,153987817404.0,156894679434.0
261,261,261,1. Chi phí trả trước dài hạn,11,152.196.088.497,156.894.679.434,,11.0,152196088497.0,156894679434.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,1.791.728.907,-,,,1791728907.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,6.911.334.103.472,8.963.244.304.341,,,6911334103472.0,8963244304341.0
