row_label_raw,row_label_full,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
- Công ty CP Lương thực Hậu Giang,- Công ty CP Lương thực Hậu Giang,- Công ty CP Lương thực Hậu Giang,Tinh Hậu Giang,"53,28%","53,28%","Sản xuất, chế biến, kinh doanh lương thực",,0.5328,0.5328,
- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Tinh Long An,"60,00%","60,00%","Sản xuất sản phẩm cơ khí lương thực, kinh doanh lương thực",,0.6,0.6,
- Công ty CP Lương thực Quảng Ngãi,- Công ty CP Lương thực Quảng Ngãi,- Công ty CP Lương thực Quảng Ngãi,Tinh Quảng Ngãi,"51,00%","51,00%","Sản xuất, chế biến, kinh doanh lương thực",,0.51,0.51,
- Công ty CP Lương thực Thành phố Hồ Chí Minh,- Công ty CP Lương thực Thành phố Hồ Chí Minh,- Công ty CP Lương thực Thành phố Hồ Chí Minh,TP Hồ Chí Minh,"59,78%","59,78%","Sản xuất, chế biến, kinh doanh lương thực, thương mại",,0.5978,0.5978,
- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,Tinh Kiên Giang,"83,31%","83,31%","Sản xuất, chế biến, kinh doanh lương thực, thương mại",,0.8331000000000001,0.8331000000000001,
"Đầu tư vào công ty liên doanh, liên kếtThông tin chỉ tiết về các công ty liên doanh, liên kết của Tổng Công ty tại ngày 31/12/2018 như sau:","Đầu tư vào công ty liên doanh, liên kếtThông tin chỉ tiết về các công ty liên doanh, liên kết của Tổng Công ty tại ngày 31/12/2018 như sau:","Đầu tư vào công ty liên doanh, liên kếtThông tin chỉ tiết về các công ty liên doanh, liên kết của Tổng Công ty tại ngày 31/12/2018 như sau:","Đầu tư vào công ty liên doanh, liên kếtThông tin chỉ tiết về các công ty liên doanh, liên kết của Tổng Công ty tại ngày 31/12/2018 như sau:","Đầu tư vào công ty liên doanh, liên kếtThông tin chỉ tiết về các công ty liên doanh, liên kết của Tổng Công ty tại ngày 31/12/2018 như sau:","Đầu tư vào công ty liên doanh, liên kếtThông tin chỉ tiết về các công ty liên doanh, liên kết của Tổng Công ty tại ngày 31/12/2018 như sau:","Đầu tư vào công ty liên doanh, liên kếtThông tin chỉ tiết về các công ty liên doanh, liên kết của Tổng Công ty tại ngày 31/12/2018 như sau:",,,,
Tên Công ty,Tên Công ty,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,,,,
- Công ty CP Lương thực Thực phẩm Colusa - Miliket,Tên Công ty > - Công ty CP Lương thực Thực phẩm Colusa - Miliket,- Công ty CP Lương thực Thực phẩm Colusa - Miliket,TP Hồ Chí Minh,"30,72%","30,72%","Sản xuất, chế biến Lương thực thực phẩm",,0.3072,0.3072,
- Công ty CP Lương thực Thực phẩm Vĩnh Long,Tên Công ty > - Công ty CP Lương thực Thực phẩm Vĩnh Long,- Công ty CP Lương thực Thực phẩm Vĩnh Long,Tinh Vĩnh Long,"40,00%","40,00%",Chế biến lương thực,,0.4,0.4,
- Công ty CP Hoàn Mỹ,Tên Công ty > - Công ty CP Hoàn Mỹ,- Công ty CP Hoàn Mỹ,TP Hồ Chí Minh,"30,00%","30,00%","Chế biến lương thực, dịch vụ",,0.3,0.3,
- Công ty CP Lương thực Cambodia - VN,Tên Công ty > - Công ty CP Lương thực Cambodia - VN,- Công ty CP Lương thực Cambodia - VN,Vương quốc Campuchia,"37,00%","37,00%","Kinh doanh lương thực, thương mại",,0.37,0.37,
- Công ty CP XNK Nông sản Thực phẩm An Giang,Tên Công ty > - Công ty CP XNK Nông sản Thực phẩm An Giang,- Công ty CP XNK Nông sản Thực phẩm An Giang,Tinh An Giang,"20,52%","20,52%",Chế biến lương thực,,0.2052,0.2052,
- Công ty TNHH Lương thực V.A.P,Tên Công ty > - Công ty TNHH Lương thực V.A.P,- Công ty TNHH Lương thực V.A.P,Tinh Long An,"45,00%","45,00%",Chế biến lương thực,,0.45,0.45,
