row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,09/10/2018 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__09/10/2018 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,2.802.435.365.406,4.372.652.660.088,,,2802435365406.0,4372652660088.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,256.028.237.163,205.809.219.403,,3.0,256028237163.0,205809219403.0
111,111,111,1. Tiền,,256.017.854.082,205.798.964.687,,,256017854082.0,205798964687.0
112,112,112,2. Các khoản tương đương tiền,,10.383.081,10.254.716,,,10383081.0,10254716.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,2.000.000.000,2.000.000.000,,4.0,2000000000.0,2000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,2.000.000.000,2.000.000.000,,,2000000000.0,2000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,364.101.685.400,2.006.452.286.993,,,364101685400.0,2006452286993.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,433.724.670.545,757.987.245.460,,5.0,433724670545.0,757987245460.0
132,132,132,2. Trà trước cho người bán ngắn hạn,6,359.082.562.624,357.034.435.366,,6.0,359082562624.0,357034435366.0
136,136,136,3. Phải thu ngắn hạn khác,7,227.030.533.001,229.455.075.033,,7.0,227030533001.0,229455075033.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,,(1.317.711.611.904),-,,,-1317711611904.0,
139,139,139,5. Tài sản thiếu chờ xử lý,8,661.975.531.134,661.975.531.134,,8.0,661975531134.0,661975531134.0
140,140,140,IV. Hàng tồn kho,10,1.946.115.032.317,2.073.742.680.358,,10.0,1946115032317.0,2073742680358.0
141,141,141,1. Hàng tồn kho,,1.987.622.690.112,2.073.742.680.358,,,1987622690112.0,2073742680358.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(41.507.657.795),-,,,-41507657795.0,
150,150,150,V. Tài sản ngắn hạn khác,,234.190.410.526,84.648.473.334,,,234190410526.0,84648473334.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,162.589.568.746,17.764.091.865,,11.0,162589568746.0,17764091865.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,67.597.565.063,62.824.197.728,,,67597565063.0,62824197728.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,4.003.276.717,3.995.083.741,,18.0,4003276717.0,3995083741.0
155,155,155,4. Tài sản ngắn hạn khác,,-,65.100.000,,,,65100000.0
