row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,09/10/2018,09/10/2018_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__09/10/2018,numeric__09/10/2018_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",397.752.875.273,(2.686.546.493),725.973.020.365,-,397752875273.0,-2686546493.0,725973020365.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",16.296.485.822,-,15.244.015.232,-,16296485822.0,,15244015232.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,30.840.403.803,-,17.577.862.528,-,30840403803.0,,17577862528.0,
Thành phẩm,Thành phẩm,Thành phẩm,569.099.540.568,(38.501.801.581),1.089.293.343.415,-,569099540568.0,-38501801581.0,1089293343415.0,
Hàng hoá,Hàng hoá,Hàng hoá,124.576.935.502,-,107.624.686.345,-,124576935502.0,,107624686345.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,802.783.625.908,(319.309.721),71.756.929.237,-,802783625908.0,-319309721.0,71756929237.0,
Hàng hóa bắt động sản,Hàng hóa bắt động sản,Hàng hóa bắt động sản,46.272.823.236,-,46.272.823.236,-,46272823236.0,,46272823236.0,
,,,1.987.622.690.112,(41.507.657.795),2.073.742.680.358,-,1987622690112.0,-41507657795.0,2073742680358.0,
11 . CHI PHÍ TRẢ TRƯỚC,11 . CHI PHÍ TRẢ TRƯỚC,11 . CHI PHÍ TRẢ TRƯỚC,11 . CHI PHÍ TRẢ TRƯỚC,11 . CHI PHÍ TRẢ TRƯỚC,11 . CHI PHÍ TRẢ TRƯỚC,11 . CHI PHÍ TRẢ TRƯỚC,,,,
,,,,,31/12/2018,09/10/2018,,,,
,,,,,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Chi phí bảo hiểm,a) Ngắn hạn > Chi phí bảo hiểm,Chi phí bảo hiểm,,,321.800.829,844.781.344,,,321800829.0,844781344.0
Công cụ dụng cụ chờ phân bổ,a) Ngắn hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,,,2.276.882.930,6.067.414.155,,,2276882930.0,6067414155.0
Chi phí bao bì chờ phân bổ,a) Ngắn hạn > Chi phí bao bì chờ phân bổ,Chi phí bao bì chờ phân bổ,,,723.326.347,441.632.487,,,723326347.0,441632487.0
"Chi phí thanh lý nhà 02 Điện Biên Phú, Tp. Trà Vinh","a) Ngắn hạn > Chi phí thanh lý nhà 02 Điện Biên Phú, Tp. Trà Vinh","Chi phí thanh lý nhà 02 Điện Biên Phú, Tp. Trà Vinh",,,3.409.253.364,3.409.253.364,,,3409253364.0,3409253364.0
Chi phí sửa chữa tài sản,a) Ngắn hạn > Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,,,1.521.807.900,1.766.179.404,,,1521807900.0,1766179404.0
