row_label_raw,row_label_full,col_0,31/12/2018 > Số lượng,31/12/2018 > Giá trị,09/10/2018 > Số lượng,09/10/2018 > Giá trị,numeric__31/12/2018 > Số lượng,numeric__31/12/2018 > Giá trị,numeric__09/10/2018 > Số lượng,numeric__09/10/2018 > Giá trị
,,,Tấn,VND,Tấn,VND,,,,
- Hàng tồn kho gạo (*),- Hàng tồn kho gạo (*),- Hàng tồn kho gạo (*),"83.313,922",661.975.531.134,"83.313,922",661.975.531.134,83313.922,661975531134.0,83313.922,661975531134.0
,,,,661.975.531.134,,661.975.531.134,,661975531134.0,,661975531134.0
