row_label_raw,row_label_full,col_0,col_1,09/10/2018 > Giá trị,09/10/2018 > Số có khả năng trả nợ,Trong kỳ > Tăng,Trong kỳ > Giảm,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,numeric__col_1,numeric__09/10/2018 > Giá trị,numeric__09/10/2018 > Số có khả năng trả nợ,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giảm,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn- Vay ngắn hạn,2.634.412.139.107,2.634.412.139.107,1.359.822.323.758,1.652.661.310.453,2.341.573.152.412,2.341.573.152.412,,2634412139107.0,2634412139107.0,1359822323758.0,1652661310453.0,2341573152412.0,2341573152412.0
a),a),a),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hồ Chí Minh (1),438.104.945.990,438.104.945.990,414.954.232.858,438.874.217.470,414.184.961.378,414.184.961.378,,438104945990.0,438104945990.0,414954232858.0,438874217470.0,414184961378.0,414184961378.0
a),a),a),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (2),607.579.907.313,607.579.907.313,462.047.775.903,567.029.005.436,502.598.677.780,502.598.677.780,,607579907313.0,607579907313.0,462047775903.0,567029005436.0,502598677780.0,502598677780.0
a),a),a),Ngân hàng TMCP Quân đội (3),101.832.082.667,101.832.082.667,95.298.050.997,585.525.355,196.544.608.309,196.544.608.309,,101832082667.0,101832082667.0,95298050997.0,585525355.0,196544608309.0,196544608309.0
a),a),a),Ngân hàng TMCP Phát triển TP Hồ Chí Minh (4),755.846.529.559,755.846.529.559,131.833.422.000,203.520.226.614,684.159.724.945,684.159.724.945,,755846529559.0,755846529559.0,131833422000.0,203520226614.0,684159724945.0,684159724945.0
a),a),a),Ngân hàng TMCP Hàng hải Việt Nam - Chi nhánh Hồ Chí Minh,53.479.375.978,53.479.375.978,-,53.479.375.978,-,-,,53479375978.0,53479375978.0,,53479375978.0,,
a),a),a),Ngân hàng TMCP An Bình (5),212.548.977.600,212.548.977.600,86.000.000.000,175.414.977.600,123.134.000.000,123.134.000.000,,212548977600.0,212548977600.0,86000000000.0,175414977600.0,123134000000.0,123134000000.0
a),a),a),Ngân hàng BNP PARIBAS - CN TP. Hồ Chí Minh (6),338.283.520.000,338.283.520.000,82.001.617.000,125.325.267.000,294.959.870.000,294.959.870.000,,338283520000.0,338283520000.0,82001617000.0,125325267000.0,294959870000.0,294959870000.0
a),a),a),Ngân hàng TNHH MTV PUBLIC Việt Nam - CN TP. Hồ Chí Minh (7),126.736.800.000,126.736.800.000,87.687.225.000,88.432.715.000,125.991.310.000,125.991.310.000,,126736800000.0,126736800000.0,87687225000.0,88432715000.0,125991310000.0,125991310000.0
