row_label_raw,row_label_full,23 . VỐN CHỦ SỞ HỮU,23 . VỐN CHỦ SỞ HỮU_1,23 . VỐN CHỦ SỞ HỮU_2,23 . VỐN CHỦ SỞ HỮU_3,23 . VỐN CHỦ SỞ HỮU_4,23 . VỐN CHỦ SỞ HỮU_5,numeric__23 . VỐN CHỦ SỞ HỮU_1,numeric__23 . VỐN CHỦ SỞ HỮU_2,numeric__23 . VỐN CHỦ SỞ HỮU_3,numeric__23 . VỐN CHỦ SỞ HỮU_4,numeric__23 . VỐN CHỦ SỞ HỮU_5
,,,Vốn đầu tư của chủ sở hữu,Vốn khác của chủ sở hữu (*),Chênh lệch tỷ giá hối đoái,Lợi nhuận chưa phân phối,Cộng,,,,,
,,,VND,VND,VND,VND,VND,,,,,
Số dư đầu kỳ,Số dư đầu kỳ,Số dư đầu kỳ,5.000.000.000.000,248.545.027.781,(12.304.926.032),-,5.236.240.101.749,5000000000000.0,248545027781.0,-12304926032.0,,5236240101749.0
Lỗ trong kỳ,Lỗ trong kỳ,Lỗ trong kỳ,-,-,-,(1.834.471.710.823),(1.834.471.710.823),,,,-1834471710823.0,-1834471710823.0
Kết chuyển CLTG,Kết chuyển CLTG,Kết chuyển CLTG,-,-,12.304.926.032,-,12.304.926.032,,,12304926032.0,,12304926032.0
Số dư cuối kỳ,Số dư cuối kỳ,Số dư cuối kỳ,5.000.000.000.000,248.545.027.781,-,(1.834.471.710.823),3.414.073.316.958,5000000000000.0,248545027781.0,,-1834471710823.0,3414073316958.0
