row_label_raw,row_label_full,col_0,Mối quan hệ,Từ ngày 09/10/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 08/10/2018,numeric__Mối quan hệ,numeric__Từ ngày 09/10/2018đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018đến ngày 08/10/2018
,,,Mối quan hệ,VND,VND,,,
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,15.556.226.085,269.061.651.376,,15556226085.0,269061651376.0
- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,Công ty con,9.878.476.000,252.018.004.700,,9878476000.0,252018004700.0
- Công ty CP Lương thực Nam Trung Bộ,- Công ty CP Lương thực Nam Trung Bộ,- Công ty CP Lương thực Nam Trung Bộ,Công ty con,139.095.644,246.212.744,,139095644.0,246212744.0
- Công ty CP Bao bì Tiền Giang,- Công ty CP Bao bì Tiền Giang,- Công ty CP Bao bì Tiền Giang,Công ty con,23.870.277,22.794.640,,23870277.0,22794640.0
- Công ty CP XNK NSTP Cà Mau,- Công ty CP XNK NSTP Cà Mau,- Công ty CP XNK NSTP Cà Mau,Công ty con,-,8.494.500.000,,,8494500000.0
- Công ty CP Tô Châu,- Công ty CP Tô Châu,- Công ty CP Tô Châu,Công ty con,5.541.351,19.666.309,,5541351.0,19666309.0
- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,Công ty con,463.653.000,1.456.202.000,,463653000.0,1456202000.0
- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Công ty con,227.365.545,273.238.545,,227365545.0,273238545.0
- Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,Công ty con,2.838.468.268,49.607.438,,2838468268.0,49607438.0
- Công ty CP Lương thực thực phẩm Safoco,- Công ty CP Lương thực thực phẩm Safoco,- Công ty CP Lương thực thực phẩm Safoco,Công ty con,1.912.600.000,6.481.425.000,,1912600000.0,6481425000.0
- Công ty CP XNK NSTP An Giang,- Công ty CP XNK NSTP An Giang,- Công ty CP XNK NSTP An Giang,Công ty liên kết,67.156.000,-,,67156000.0,
